time_sec,ecgi,score,threshold,status,is_fake_gt
3.0,001-01-0000001,0.887329,0.654095,FAKE,1
3.0,001-01-0000002,0.471065,0.654095,LEGIT,0
3.0,001-01-0000003,0.53208,0.654095,LEGIT,0
3.0,001-01-0000004,0.541865,0.654095,LEGIT,0
3.0,001-01-0000005,0.50358,0.654095,LEGIT,0
3.0,001-01-0000006,0.505209,0.654095,LEGIT,0
3.0,001-01-0000007,0.563058,0.654095,LEGIT,0
3.0,001-01-0000008,0.480598,0.654095,LEGIT,0
3.0,001-01-0000009,0.580346,0.654095,LEGIT,0
3.0,001-01-0000010,0.520466,0.654095,LEGIT,0
3.0,001-01-0000011,0.540575,0.654095,LEGIT,0
3.0,001-01-0000012,0.582367,0.654095,LEGIT,0
3.0,001-01-0000013,0.547861,0.654095,LEGIT,0
3.0,001-01-0000014,0.53474,0.654095,LEGIT,0
3.0,001-01-0000015,0.539665,0.654095,LEGIT,0
3.0,001-01-0000016,0.525199,0.654095,LEGIT,0
3.0,001-01-0000017,0.61077,0.654095,LEGIT,0
3.0,001-01-0000018,0.604283,0.654095,LEGIT,0
3.0,001-01-0000019,0.567202,0.654095,LEGIT,0
3.0,001-01-0000020,0.481404,0.654095,LEGIT,0
3.0,001-01-0000021,0.557558,0.654095,LEGIT,0
3.0,001-01-0000022,0.531922,0.654095,LEGIT,0
3.0,001-01-0000023,0.52804,0.654095,LEGIT,0
3.0,001-01-0000024,0.568456,0.654095,LEGIT,0
3.0,001-01-0000025,0.513937,0.654095,LEGIT,0
16.0,001-01-0000001,0.871329,0.68638,FAKE,1
16.0,001-01-0000002,0.559421,0.68638,LEGIT,0
16.0,001-01-0000003,0.574986,0.68638,LEGIT,0
16.0,001-01-0000004,0.530852,0.68638,LEGIT,0
16.0,001-01-0000005,0.528792,0.68638,LEGIT,0
16.0,001-01-0000006,0.509756,0.68638,LEGIT,0
16.0,001-01-0000007,0.546343,0.68638,LEGIT,0
16.0,001-01-0000008,0.507207,0.68638,LEGIT,0
16.0,001-01-0000009,0.545415,0.68638,LEGIT,0
16.0,001-01-0000010,0.577072,0.68638,LEGIT,0
16.0,001-01-0000011,0.537415,0.68638,LEGIT,0
16.0,001-01-0000012,0.620865,0.68638,LEGIT,0
16.0,001-01-0000013,0.602261,0.68638,LEGIT,0
16.0,001-01-0000014,0.612269,0.68638,LEGIT,0
16.0,001-01-0000015,0.548904,0.68638,LEGIT,0
16.0,001-01-0000016,0.504664,0.68638,LEGIT,0
16.0,001-01-0000017,0.565354,0.68638,LEGIT,0
16.0,001-01-0000018,0.594384,0.68638,LEGIT,0
16.0,001-01-0000019,0.622779,0.68638,LEGIT,0
16.0,001-01-0000020,0.517524,0.68638,LEGIT,0
16.0,001-01-0000021,0.523601,0.68638,LEGIT,0
16.0,001-01-0000022,0.58296,0.68638,LEGIT,0
16.0,001-01-0000023,0.540661,0.68638,LEGIT,0
16.0,001-01-0000024,0.564122,0.68638,LEGIT,0
16.0,001-01-0000025,0.559401,0.68638,LEGIT,0
5.0,001-01-0000001,0.884164,0.622125,FAKE,1
5.0,001-01-0000002,0.565693,0.622125,LEGIT,0
5.0,001-01-0000003,0.562469,0.622125,LEGIT,0
5.0,001-01-0000004,0.5243,0.622125,LEGIT,0
5.0,001-01-0000005,0.515058,0.622125,LEGIT,0
5.0,001-01-0000006,0.538854,0.622125,LEGIT,0
5.0,001-01-0000007,0.553848,0.622125,LEGIT,0
5.0,001-01-0000008,0.543958,0.622125,LEGIT,0
5.0,001-01-0000009,0.549325,0.622125,LEGIT,0
5.0,001-01-0000010,0.483179,0.622125,LEGIT,0
5.0,001-01-0000011,0.532977,0.622125,LEGIT,0
5.0,001-01-0000012,0.604972,0.622125,LEGIT,0
5.0,001-01-0000013,0.546501,0.622125,LEGIT,0
5.0,001-01-0000014,0.552651,0.622125,LEGIT,0
5.0,001-01-0000015,0.563262,0.622125,LEGIT,0
5.0,001-01-0000016,0.508064,0.622125,LEGIT,0
5.0,001-01-0000017,0.582845,0.622125,LEGIT,0
5.0,001-01-0000018,0.525292,0.622125,LEGIT,0
5.0,001-01-0000019,0.537308,0.622125,LEGIT,0
5.0,001-01-0000020,0.557665,0.622125,LEGIT,0
5.0,001-01-0000021,0.570119,0.622125,LEGIT,0
5.0,001-01-0000022,0.58943,0.622125,LEGIT,0
5.0,001-01-0000023,0.564393,0.622125,LEGIT,0
5.0,001-01-0000024,0.52065,0.622125,LEGIT,0
5.0,001-01-0000025,0.523061,0.622125,LEGIT,0
1.0,001-01-0000001,0.81273,0.699064,FAKE,1
1.0,001-01-0000002,0.505449,0.699064,LEGIT,0
1.0,001-01-0000003,0.539926,0.699064,LEGIT,0
1.0,001-01-0000004,0.557064,0.699064,LEGIT,0
1.0,001-01-0000005,0.525818,0.699064,LEGIT,0
1.0,001-01-0000006,0.563464,0.699064,LEGIT,0
1.0,001-01-0000007,0.544653,0.699064,LEGIT,0
1.0,001-01-0000008,0.615094,0.699064,LEGIT,0
1.0,001-01-0000009,0.511376,0.699064,LEGIT,0
1.0,001-01-0000010,0.54908,0.699064,LEGIT,0
1.0,001-01-0000011,0.523787,0.699064,LEGIT,0
1.0,001-01-0000012,0.558201,0.699064,LEGIT,0
1.0,001-01-0000013,0.583258,0.699064,LEGIT,0
