time_sec,ecgi,score,threshold,status,is_fake_gt
1.0,001-01-0000001,1.992894,1.118305,FAKE,1
1.0,001-01-0000002,0.773891,1.118305,LEGIT,0
1.0,001-01-0000003,0.77922,1.118305,LEGIT,0
1.0,001-01-0000004,0.683755,1.118305,LEGIT,0
1.0,001-01-0000005,0.789987,1.118305,LEGIT,0
1.0,001-01-0000006,0.889714,1.118305,LEGIT,0
1.0,001-01-0000007,0.901112,1.118305,LEGIT,0
1.0,001-01-0000008,1.001392,1.118305,LEGIT,0
1.0,001-01-0000009,0.656185,1.118305,LEGIT,0
1.0,001-01-0000010,0.919041,1.118305,LEGIT,0
1.0,001-01-0000011,0.771373,1.118305,LEGIT,0
1.0,001-01-0000012,0.866649,1.118305,LEGIT,0
1.0,001-01-0000013,0.861146,1.118305,LEGIT,0
1.0,001-01-0000014,0.934971,1.118305,LEGIT,0
1.0,001-01-0000015,1.00439,1.118305,LEGIT,0
1.0,001-01-0000016,0.888039,1.118305,LEGIT,0
1.0,001-01-0000017,0.759423,1.118305,LEGIT,0
1.0,001-01-0000018,0.807472,1.118305,LEGIT,0
1.0,001-01-0000019,0.937004,1.118305,LEGIT,0
1.0,001-01-0000020,0.895932,1.118305,LEGIT,0
1.0,001-01-0000021,0.923562,1.118305,LEGIT,0
1.0,001-01-0000022,0.928612,1.118305,LEGIT,0
1.0,001-01-0000023,0.941108,1.118305,LEGIT,0
1.0,001-01-0000024,0.938362,1.118305,LEGIT,0
1.0,001-01-0000025,0.726629,1.118305,LEGIT,0
