time_sec,ecgi,score,threshold,status,is_fake_gt
1.0,001-01-0000001,3.350153,1.397358,FAKE,1
1.0,001-01-0000002,0.795935,1.397358,LEGIT,0
1.0,001-01-0000003,0.883402,1.397358,LEGIT,0
1.0,001-01-0000004,0.871087,1.397358,LEGIT,0
1.0,001-01-0000005,0.745706,1.397358,LEGIT,0
1.0,001-01-0000006,0.834809,1.397358,LEGIT,0
1.0,001-01-0000007,0.957182,1.397358,LEGIT,0
1.0,001-01-0000008,1.163484,1.397358,LEGIT,0
1.0,001-01-0000009,0.9654,1.397358,LEGIT,0
1.0,001-01-0000010,1.098474,1.397358,LEGIT,0
1.0,001-01-0000011,0.792358,1.397358,LEGIT,0
1.0,001-01-0000012,0.955087,1.397358,LEGIT,0
1.0,001-01-0000013,1.08157,1.397358,LEGIT,0
1.0,001-01-0000014,1.067651,1.397358,LEGIT,0
1.0,001-01-0000015,1.149775,1.397358,LEGIT,0
1.0,001-01-0000016,0.907288,1.397358,LEGIT,0
1.0,001-01-0000017,0.947043,1.397358,LEGIT,0
1.0,001-01-0000018,1.029703,1.397358,LEGIT,0
1.0,001-01-0000019,1.051576,1.397358,LEGIT,0
1.0,001-01-0000020,1.20788,1.397358,LEGIT,0
1.0,001-01-0000021,1.032165,1.397358,LEGIT,0
1.0,001-01-0000022,1.104611,1.397358,LEGIT,0
1.0,001-01-0000023,1.070146,1.397358,LEGIT,0
1.0,001-01-0000024,1.107712,1.397358,LEGIT,0
1.0,001-01-0000025,0.885688,1.397358,LEGIT,0
