time_sec,imsi,ue_x,ue_y,ue_z,serving_ecgi,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,12,-35.315,129.634,2.000,001-01-0000001,-41.037,15.020,12.391,2
1.000,13,846.596,136.552,2.000,001-01-0000001,-46.110,15.507,12.890,9
1.000,16,836.367,1321.721,2.000,001-01-0000001,-63.341,2.892,-0.458,18
1.000,22,-187.095,829.251,2.000,001-01-0000001,-63.801,10.447,2.822,10
1.000,28,655.045,319.745,2.000,001-01-0000001,-55.554,8.715,-2.890,7
1.000,31,-193.474,345.773,2.000,001-01-0000001,-39.269,13.209,15.241,5
1.000,33,276.880,80.043,2.000,001-01-0000001,-51.000,13.751,1.140,2
1.000,40,401.003,342.762,2.000,001-01-0000001,-35.636,15.205,16.428,4
1.000,42,-31.369,194.832,2.000,001-01-0000001,-47.575,15.523,4.575,2
1.000,47,217.795,-41.145,2.000,001-01-0000001,-48.657,10.642,5.127,3
1.000,57,1224.606,231.631,2.000,001-01-0000001,-58.320,11.977,-0.064,14
1.000,59,774.327,-238.919,2.000,001-01-0000001,-54.765,10.850,1.619,9
1.000,61,-116.791,609.156,2.000,001-01-0000001,-59.568,8.246,-0.541,7
1.000,72,30.792,277.219,2.000,001-01-0000001,-33.278,15.213,16.262,2
1.000,79,-229.856,515.719,2.000,001-01-0000001,-65.899,6.432,-1.778,7
1.000,84,1103.147,1693.732,2.000,001-01-0000001,-58.867,10.080,3.670,23
1.000,87,204.402,166.887,2.000,001-01-0000001,-31.613,17.545,23.837,1
1.000,89,-116.786,340.153,2.000,001-01-0000001,-48.067,11.477,-0.264,4
1.000,97,59.150,674.338,2.000,001-01-0000001,-51.247,11.058,2.624,7
1.000,132,715.047,72.377,2.000,001-01-0000001,-52.980,14.129,9.272,7
1.000,134,124.474,392.937,2.000,001-01-0000001,-46.024,11.710,8.964,3
1.000,137,58.340,-50.663,2.000,001-01-0000001,-38.911,14.699,27.104,3
1.000,144,-205.930,81.907,2.000,001-01-0000001,-41.275,16.650,27.413,5
1.000,148,832.959,813.336,2.000,001-01-0000001,-53.239,13.441,3.278,12
1.000,164,245.623,570.064,2.000,001-01-0000001,-36.605,11.617,10.184,6
1.000,172,224.138,288.367,2.000,001-01-0000001,-37.594,14.082,8.959,2
1.000,190,359.736,46.935,2.000,001-01-0000001,-34.340,15.592,14.548,3
1.000,197,1050.590,690.873,2.000,001-01-0000001,-61.410,8.837,-4.038,14
2.000,12,-31.913,130.699,2.000,001-01-0000001,-51.383,14.481,10.639,2
2.000,14,0.802,1255.949,2.000,001-01-0000001,-49.820,10.768,3.465,14
2.000,27,35.086,-97.167,2.000,001-01-0000001,-51.742,13.140,18.743,3
2.000,28,654.622,320.842,2.000,001-01-0000001,-47.704,14.649,5.266,7
2.000,31,-191.824,346.861,2.000,001-01-0000001,-54.413,13.094,9.060,5
2.000,33,280.934,80.979,2.000,001-01-0000001,-43.708,12.565,13.663,2
2.000,34,775.603,1506.962,2.000,001-01-0000001,-54.285,12.739,1.243,19
2.000,40,406.404,354.629,2.000,001-01-0000001,-42.819,8.523,-2.276,4
2.000,42,-25.842,198.720,2.000,001-01-0000001,-29.309,14.805,32.710,2
2.000,47,219.227,-37.894,2.000,001-01-0000001,-31.311,15.087,23.801,3
2.000,52,405.616,331.769,2.000,001-01-0000001,-49.192,13.257,-0.396,4
2.000,57,1220.809,228.776,2.000,001-01-0000001,-65.675,5.890,-7.644,14
2.000,61,-111.676,609.387,2.000,001-01-0000001,-49.964,16.530,6.613,7
2.000,64,585.105,-109.728,2.000,001-01-0000001,-51.917,13.719,1.558,7
2.000,68,337.881,891.733,2.000,001-01-0000001,-51.569,13.764,8.956,10
2.000,72,30.856,290.045,2.000,001-01-0000001,-35.499,13.432,28.354,2
2.000,79,-229.169,508.315,2.000,001-01-0000001,-49.387,15.051,7.421,7
2.000,87,213.408,176.591,2.000,001-01-0000001,-23.208,14.419,30.630,1
2.000,97,63.991,674.894,2.000,001-01-0000001,-55.593,10.569,1.636,7
2.000,107,236.232,510.671,2.000,001-01-0000001,-42.130,11.440,10.468,5
2.000,128,18.500,411.011,2.000,001-01-0000001,-41.786,8.875,7.849,4
2.000,144,-198.281,86.645,2.000,001-01-0000001,-48.585,17.387,17.150,4
2.000,148,830.691,816.485,2.000,001-01-0000001,-57.504,9.301,-3.501,12
2.000,150,383.003,2103.884,2.000,001-01-0000001,-52.766,12.855,-1.797,25
2.000,155,306.586,682.132,2.000,001-01-0000001,-51.800,12.234,2.772,7
2.000,163,1663.442,239.288,2.000,001-01-0000001,-55.534,13.663,-0.076,20
2.000,172,233.016,294.433,2.000,001-01-0000001,-23.980,10.628,27.737,2
2.000,189,-156.815,-166.786,2.000,001-01-0000001,-42.007,13.676,20.793,5
2.000,190,366.971,49.431,2.000,001-01-0000001,-34.820,14.373,19.001,3
2.000,198,1137.542,1190.537,2.000,001-01-0000001,-59.714,8.440,-5.452,19
3.000,12,-28.512,131.765,2.000,001-01-0000001,-21.347,12.061,40.000,2
3.000,14,3.272,1252.441,2.000,001-01-0000001,-42.601,16.273,8.666,14
3.000,20,1197.635,499.782,2.000,001-01-0000001,-54.650,7.808,-4.464,14
3.000,28,654.199,321.939,2.000,001-01-0000001,-51.688,10.699,3.757,7
3.000,31,-190.175,347.948,2.000,001-01-0000001,-55.779,15.360,0.416,5
3.000,33,284.988,81.914,2.000,001-01-0000001,-32.201,12.447,17.826,2
3.000,40,411.804,366.496,2.000,001-01-0000001,-56.662,9.266,0.030,5
3.000,42,-20.315,202.607,2.000,001-01-0000001,-42.721,15.639,3.283,2
3.000,47,220.658,-34.643,2.000,001-01-0000001,-22.389,15.849,28.480,2
3.000,52,404.524,331.627,2.000,001-01-0000001,-51.083,11.632,4.989,4
3.000,53,804.007,26.385,2.000,001-01-0000001,-43.975,13.286,16.272,9
3.000,59,779.642,-236.654,2.000,001-01-0000001,-61.405,8.147,-3.475,9
3.000,61,-106.561,609.617,2.000,001-01-0000001,-41.607,11.821,11.184,7
3.000,64,585.471,-108.529,2.000,001-01-0000001,-51.424,13.883,6.227,7
3.000,72,30.920,302.872,2.000,001-01-0000001,-41.105,9.739,23.601,3
3.000,79,-228.482,500.912,2.000,001-01-0000001,-50.999,9.505,0.905,7
3.000,87,222.414,186.296,2.000,001-01-0000001,-29.614,14.430,27.352,1
3.000,91,557.839,475.569,2.000,001-01-0000001,-43.674,11.185,-1.603,7
3.000,97,68.833,675.450,2.000,001-01-0000001,-49.167,12.810,8.339,7
3.000,107,244.203,511.711,2.000,001-01-0000001,-52.149,8.291,-3.614,5
3.000,120,593.188,-33.757,2.000,001-01-0000001,-47.499,8.021,-2.182,6
3.000,126,-224.627,664.292,2.000,001-01-0000001,-50.313,14.074,6.877,8
