time_sec,ecgi,score,threshold,status,is_fake_gt
1.0,001-01-0000001,3.015214,1.059864,FAKE,1
1.0,001-01-0000002,0.802771,1.059864,LEGIT,0
1.0,001-01-0000003,0.71348,1.059864,LEGIT,0
1.0,001-01-0000004,0.723136,1.059864,LEGIT,0
1.0,001-01-0000005,0.787491,1.059864,LEGIT,0
1.0,001-01-0000006,0.886141,1.059864,LEGIT,0
1.0,001-01-0000007,0.835755,1.059864,LEGIT,0
1.0,001-01-0000008,1.000533,1.059864,LEGIT,0
1.0,001-01-0000009,0.74034,1.059864,LEGIT,0
1.0,001-01-0000010,0.928923,1.059864,LEGIT,0
1.0,001-01-0000011,0.703314,1.059864,LEGIT,0
1.0,001-01-0000012,0.868696,1.059864,LEGIT,0
1.0,001-01-0000013,0.813543,1.059864,LEGIT,0
1.0,001-01-0000014,0.869554,1.059864,LEGIT,0
1.0,001-01-0000015,0.983785,1.059864,LEGIT,0
1.0,001-01-0000016,0.848488,1.059864,LEGIT,0
1.0,001-01-0000017,0.793037,1.059864,LEGIT,0
1.0,001-01-0000018,0.731648,1.059864,LEGIT,0
1.0,001-01-0000019,0.873873,1.059864,LEGIT,0
1.0,001-01-0000020,0.820401,1.059864,LEGIT,0
1.0,001-01-0000021,0.9586,1.059864,LEGIT,0
1.0,001-01-0000022,0.871782,1.059864,LEGIT,0
1.0,001-01-0000023,0.834649,1.059864,LEGIT,0
1.0,001-01-0000024,0.946314,1.059864,LEGIT,0
1.0,001-01-0000025,0.68275,1.059864,LEGIT,0
