time_sec,imsi,ue_x,ue_y,ue_z,serving_ecgi,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,13,846.596,136.552,2.000,001-01-0000001,-41.713,15.928,17.287,7
1.000,16,836.367,1321.721,2.000,001-01-0000001,-59.490,5.606,3.393,14
1.000,22,-187.095,829.251,2.000,001-01-0000001,-62.872,10.915,3.751,9
1.000,28,655.045,319.745,2.000,001-01-0000001,-46.029,11.998,6.634,4
1.000,31,-193.474,345.773,2.000,001-01-0000001,-44.698,13.057,9.813,7
1.000,37,617.556,419.382,2.000,001-01-0000001,-40.107,15.155,5.903,3
1.000,40,401.003,342.762,2.000,001-01-0000001,-4.465,15.309,40.000,1
1.000,52,406.707,331.911,2.000,001-01-0000001,-36.593,13.103,14.799,1
1.000,57,1224.606,231.631,2.000,001-01-0000001,-54.864,13.286,3.392,11
1.000,59,774.327,-238.919,2.000,001-01-0000001,-54.504,10.967,1.880,9
1.000,71,486.101,710.628,2.000,001-01-0000001,-47.848,9.971,-1.200,5
1.000,72,30.792,277.219,2.000,001-01-0000001,-43.701,14.698,5.840,4
1.000,84,1103.147,1693.732,2.000,001-01-0000001,-56.038,11.026,6.499,20
1.000,87,204.402,166.887,2.000,001-01-0000001,-52.145,15.519,3.305,3
1.000,97,59.150,674.338,2.000,001-01-0000001,-47.755,11.654,6.116,6
1.000,99,600.113,802.592,2.000,001-01-0000001,-54.700,12.083,-0.717,7
1.000,105,587.270,1027.288,2.000,001-01-0000001,-46.970,8.793,9.877,9
1.000,107,228.260,509.632,2.000,001-01-0000001,-37.205,12.411,8.785,3
1.000,132,715.047,72.377,2.000,001-01-0000001,-49.186,15.006,13.066,6
1.000,134,124.474,392.937,2.000,001-01-0000001,-44.696,11.861,10.292,3
1.000,135,236.243,784.356,2.000,001-01-0000001,-56.437,11.715,-1.544,6
1.000,144,-205.930,81.907,2.000,001-01-0000001,-50.549,16.592,18.139,8
1.000,148,832.959,813.336,2.000,001-01-0000001,-47.155,13.924,9.361,9
1.000,164,245.623,570.064,2.000,001-01-0000001,-26.797,11.804,19.992,3
1.000,172,224.138,288.367,2.000,001-01-0000001,-35.110,14.327,11.442,2
1.000,186,801.536,1260.059,2.000,001-01-0000001,-57.762,12.295,2.915,13
1.000,190,359.736,46.935,2.000,001-01-0000001,-38.485,15.379,10.403,4
1.000,195,1243.625,-66.683,2.000,001-01-0000001,-59.758,5.924,-4.222,13
1.000,197,1050.590,690.873,2.000,001-01-0000001,-56.249,11.303,1.123,10
1.000,199,465.953,468.599,2.000,001-01-0000001,-23.982,15.424,8.737,2
2.000,9,555.049,656.078,2.000,001-01-0000001,-54.030,9.237,2.314,5
2.000,10,753.644,2199.399,2.000,001-01-0000001,-63.919,9.759,-5.466,24
2.000,14,0.802,1255.949,2.000,001-01-0000001,-47.405,11.208,5.880,12
2.000,28,654.622,320.842,2.000,001-01-0000001,-38.152,15.938,14.818,4
2.000,31,-191.824,346.861,2.000,001-01-0000001,-59.827,12.416,3.646,7
2.000,33,280.934,80.979,2.000,001-01-0000001,-53.796,10.544,3.575,4
2.000,34,775.603,1506.962,2.000,001-01-0000001,-50.960,13.847,4.568,16
2.000,40,406.404,354.629,2.000,001-01-0000001,-12.437,11.810,28.106,1
2.000,47,219.227,-37.894,2.000,001-01-0000001,-43.557,14.583,11.554,5
