time_sec,ecgi,score,threshold,status,is_fake_gt
1.0,001-01-0000001,1.194481,1.365104,LEGIT,1
1.0,001-01-0000002,0.941892,1.365104,LEGIT,0
1.0,001-01-0000003,0.977637,1.365104,LEGIT,0
1.0,001-01-0000004,0.89135,1.365104,LEGIT,0
1.0,001-01-0000005,0.769492,1.365104,LEGIT,0
1.0,001-01-0000006,0.961185,1.365104,LEGIT,0
1.0,001-01-0000007,1.01244,1.365104,LEGIT,0
1.0,001-01-0000008,1.299972,1.365104,LEGIT,0
1.0,001-01-0000009,0.956589,1.365104,LEGIT,0
1.0,001-01-0000010,1.078095,1.365104,LEGIT,0
1.0,001-01-0000011,0.82127,1.365104,LEGIT,0
1.0,001-01-0000012,1.077489,1.365104,LEGIT,0
1.0,001-01-0000013,1.076389,1.365104,LEGIT,0
1.0,001-01-0000014,1.088243,1.365104,LEGIT,0
1.0,001-01-0000015,1.208619,1.365104,LEGIT,0
1.0,001-01-0000016,0.88757,1.365104,LEGIT,0
1.0,001-01-0000017,0.805356,1.365104,LEGIT,0
1.0,001-01-0000018,1.02357,1.365104,LEGIT,0
1.0,001-01-0000019,1.1109,1.365104,LEGIT,0
1.0,001-01-0000020,1.217539,1.365104,LEGIT,0
1.0,001-01-0000021,0.973001,1.365104,LEGIT,0
1.0,001-01-0000022,1.099766,1.365104,LEGIT,0
1.0,001-01-0000023,1.037866,1.365104,LEGIT,0
1.0,001-01-0000024,1.100357,1.365104,LEGIT,0
1.0,001-01-0000025,0.906011,1.365104,LEGIT,0
