time_sec,ecgi,score,threshold,status,is_fake_gt
1.0,001-01-0000001,2.316867,1.492164,FAKE,1
1.0,001-01-0000002,0.920871,1.492164,LEGIT,0
1.0,001-01-0000003,0.856204,1.492164,LEGIT,0
1.0,001-01-0000004,0.859969,1.492164,LEGIT,0
1.0,001-01-0000005,0.777878,1.492164,LEGIT,0
1.0,001-01-0000006,0.960815,1.492164,LEGIT,0
1.0,001-01-0000007,0.913492,1.492164,LEGIT,0
1.0,001-01-0000008,1.230417,1.492164,LEGIT,0
1.0,001-01-0000009,0.986709,1.492164,LEGIT,0
1.0,001-01-0000010,1.10854,1.492164,LEGIT,0
1.0,001-01-0000011,0.837347,1.492164,LEGIT,0
1.0,001-01-0000012,1.048236,1.492164,LEGIT,0
1.0,001-01-0000013,1.062575,1.492164,LEGIT,0
1.0,001-01-0000014,1.063622,1.492164,LEGIT,0
1.0,001-01-0000015,1.164829,1.492164,LEGIT,0
1.0,001-01-0000016,0.842826,1.492164,LEGIT,0
1.0,001-01-0000017,0.886169,1.492164,LEGIT,0
1.0,001-01-0000018,0.989949,1.492164,LEGIT,0
1.0,001-01-0000019,1.106292,1.492164,LEGIT,0
1.0,001-01-0000020,1.220756,1.492164,LEGIT,0
1.0,001-01-0000021,1.021783,1.492164,LEGIT,0
1.0,001-01-0000022,1.151922,1.492164,LEGIT,0
1.0,001-01-0000023,1.071481,1.492164,LEGIT,0
1.0,001-01-0000024,1.127539,1.492164,LEGIT,0
1.0,001-01-0000025,0.962191,1.492164,LEGIT,0
