time_sec,ecgi,score,threshold,status,is_fake_gt
4.0,001-01-0000001,1.106948,0.698765,FAKE,1
4.0,001-01-0000002,0.560125,0.698765,LEGIT,0
4.0,001-01-0000003,0.613716,0.698765,LEGIT,0
4.0,001-01-0000004,0.58376,0.698765,LEGIT,0
4.0,001-01-0000005,0.525195,0.698765,LEGIT,0
4.0,001-01-0000006,0.587927,0.698765,LEGIT,0
4.0,001-01-0000007,0.586073,0.698765,LEGIT,0
4.0,001-01-0000008,0.582607,0.698765,LEGIT,0
4.0,001-01-0000009,0.60104,0.698765,LEGIT,0
4.0,001-01-0000010,0.500693,0.698765,LEGIT,0
4.0,001-01-0000011,0.511684,0.698765,LEGIT,0
4.0,001-01-0000012,0.524778,0.698765,LEGIT,0
4.0,001-01-0000013,0.552467,0.698765,LEGIT,0
4.0,001-01-0000014,0.536805,0.698765,LEGIT,0
4.0,001-01-0000015,0.507546,0.698765,LEGIT,0
4.0,001-01-0000016,0.525463,0.698765,LEGIT,0
4.0,001-01-0000017,0.581457,0.698765,LEGIT,0
4.0,001-01-0000018,0.600243,0.698765,LEGIT,0
4.0,001-01-0000019,0.542894,0.698765,LEGIT,0
4.0,001-01-0000020,0.535051,0.698765,LEGIT,0
4.0,001-01-0000021,0.58964,0.698765,LEGIT,0
4.0,001-01-0000022,0.490205,0.698765,LEGIT,0
4.0,001-01-0000023,0.575276,0.698765,LEGIT,0
4.0,001-01-0000024,0.583349,0.698765,LEGIT,0
4.0,001-01-0000025,0.572696,0.698765,LEGIT,0
16.0,001-01-0000001,1.061617,0.665149,FAKE,1
16.0,001-01-0000002,0.561007,0.665149,LEGIT,0
16.0,001-01-0000003,0.574126,0.665149,LEGIT,0
16.0,001-01-0000004,0.53477,0.665149,LEGIT,0
16.0,001-01-0000005,0.525737,0.665149,LEGIT,0
16.0,001-01-0000006,0.49819,0.665149,LEGIT,0
16.0,001-01-0000007,0.532253,0.665149,LEGIT,0
16.0,001-01-0000008,0.497867,0.665149,LEGIT,0
16.0,001-01-0000009,0.539388,0.665149,LEGIT,0
16.0,001-01-0000010,0.575009,0.665149,LEGIT,0
16.0,001-01-0000011,0.530906,0.665149,LEGIT,0
16.0,001-01-0000012,0.620587,0.665149,LEGIT,0
16.0,001-01-0000013,0.596578,0.665149,LEGIT,0
16.0,001-01-0000014,0.610909,0.665149,LEGIT,0
16.0,001-01-0000015,0.552678,0.665149,LEGIT,0
16.0,001-01-0000016,0.503976,0.665149,LEGIT,0
16.0,001-01-0000017,0.564295,0.665149,LEGIT,0
16.0,001-01-0000018,0.588437,0.665149,LEGIT,0
16.0,001-01-0000019,0.622141,0.665149,LEGIT,0
16.0,001-01-0000020,0.511559,0.665149,LEGIT,0
16.0,001-01-0000021,0.526213,0.665149,LEGIT,0
16.0,001-01-0000022,0.571698,0.665149,LEGIT,0
16.0,001-01-0000023,0.548031,0.665149,LEGIT,0
16.0,001-01-0000024,0.565194,0.665149,LEGIT,0
16.0,001-01-0000025,0.555548,0.665149,LEGIT,0
9.0,001-01-0000001,1.040552,0.608872,FAKE,1
9.0,001-01-0000002,0.531616,0.608872,LEGIT,0
9.0,001-01-0000003,0.508329,0.608872,LEGIT,0
9.0,001-01-0000004,0.548477,0.608872,LEGIT,0
9.0,001-01-0000005,0.525886,0.608872,LEGIT,0
9.0,001-01-0000006,0.557201,0.608872,LEGIT,0
9.0,001-01-0000007,0.539183,0.608872,LEGIT,0
9.0,001-01-0000008,0.537816,0.608872,LEGIT,0
9.0,001-01-0000009,0.523515,0.608872,LEGIT,0
9.0,001-01-0000010,0.561146,0.608872,LEGIT,0
9.0,001-01-0000011,0.505969,0.608872,LEGIT,0
9.0,001-01-0000012,0.570459,0.608872,LEGIT,0
9.0,001-01-0000013,0.565794,0.608872,LEGIT,0
9.0,001-01-0000014,0.533295,0.608872,LEGIT,0
9.0,001-01-0000015,0.541171,0.608872,LEGIT,0
9.0,001-01-0000016,0.53805,0.608872,LEGIT,0
9.0,001-01-0000017,0.58564,0.608872,LEGIT,0
9.0,001-01-0000018,0.473202,0.608872,LEGIT,0
9.0,001-01-0000019,0.564129,0.608872,LEGIT,0
9.0,001-01-0000020,0.533721,0.608872,LEGIT,0
9.0,001-01-0000021,0.524544,0.608872,LEGIT,0
9.0,001-01-0000022,0.561055,0.608872,LEGIT,0
9.0,001-01-0000023,0.53046,0.608872,LEGIT,0
9.0,001-01-0000024,0.547607,0.608872,LEGIT,0
9.0,001-01-0000025,0.55939,0.608872,LEGIT,0
2.0,001-01-0000001,1.019202,0.643012,FAKE,1
2.0,001-01-0000002,0.533142,0.643012,LEGIT,0
2.0,001-01-0000003,0.587283,0.643012,LEGIT,0
2.0,001-01-0000004,0.561906,0.643012,LEGIT,0
2.0,001-01-0000005,0.580973,0.643012,LEGIT,0
2.0,001-01-0000006,0.497897,0.643012,LEGIT,0
2.0,001-01-0000007,0.552846,0.643012,LEGIT,0
2.0,001-01-0000008,0.53159,0.643012,LEGIT,0
2.0,001-01-0000009,0.640828,0.643012,LEGIT,0
2.0,001-01-0000010,0.523867,0.643012,LEGIT,0
2.0,001-01-0000011,0.552675,0.643012,LEGIT,0
2.0,001-01-0000012,0.502787,0.643012,LEGIT,0
2.0,001-01-0000013,0.56078,0.643012,LEGIT,0
2.0,001-01-0000014,0.610314,0.643012,LEGIT,0
2.0,001-01-0000015,0.539462,0.643012,LEGIT,0
2.0,001-01-0000016,0.491306,0.643012,LEGIT,0
2.0,001-01-0000017,0.546938,0.643012,LEGIT,0
2.0,001-01-0000018,0.508141,0.643012,LEGIT,0
2.0,001-01-0000019,0.52575,0.643012,LEGIT,0
2.0,001-01-0000020,0.608344,0.643012,LEGIT,0
2.0,001-01-0000021,0.499608,0.643012,LEGIT,0
2.0,001-01-0000022,0.536178,0.643012,LEGIT,0
2.0,001-01-0000023,0.545737,0.643012,LEGIT,0
2.0,001-01-0000024,0.584422,0.643012,LEGIT,0
2.0,001-01-0000025,0.540105,0.643012,LEGIT,0
7.0,001-01-0000001,1.069465,0.641793,FAKE,1
7.0,001-01-0000002,0.511589,0.641793,LEGIT,0
7.0,001-01-0000003,0.516413,0.641793,LEGIT,0
7.0,001-01-0000004,0.553138,0.641793,LEGIT,0
7.0,001-01-0000005,0.52648,0.641793,LEGIT,0
7.0,001-01-0000006,0.507704,0.641793,LEGIT,0
7.0,001-01-0000007,0.566579,0.641793,LEGIT,0
7.0,001-01-0000008,0.563999,0.641793,LEGIT,0
7.0,001-01-0000009,0.562404,0.641793,LEGIT,0
7.0,001-01-0000010,0.563381,0.641793,LEGIT,0
7.0,001-01-0000011,0.563036,0.641793,LEGIT,0
7.0,001-01-0000012,0.562685,0.641793,LEGIT,0
7.0,001-01-0000013,0.588076,0.641793,LEGIT,0
7.0,001-01-0000014,0.517039,0.641793,LEGIT,0
7.0,001-01-0000015,0.597779,0.641793,LEGIT,0
7.0,001-01-0000016,0.513922,0.641793,LEGIT,0
7.0,001-01-0000017,0.549248,0.641793,LEGIT,0
7.0,001-01-0000018,0.57747,0.641793,LEGIT,0
7.0,001-01-0000019,0.564663,0.641793,LEGIT,0
7.0,001-01-0000020,0.524095,0.641793,LEGIT,0
7.0,001-01-0000021,0.538472,0.641793,LEGIT,0
7.0,001-01-0000022,0.552293,0.641793,LEGIT,0
7.0,001-01-0000023,0.579049,0.641793,LEGIT,0
7.0,001-01-0000024,0.53862,0.641793,LEGIT,0
7.0,001-01-0000025,0.560851,0.641793,LEGIT,0
1.0,001-01-0000001,1.010925,0.686961,FAKE,1
1.0,001-01-0000002,0.500785,0.686961,LEGIT,0
1.0,001-01-0000003,0.531525,0.686961,LEGIT,0
1.0,001-01-0000004,0.554969,0.686961,LEGIT,0
1.0,001-01-0000005,0.52365,0.686961,LEGIT,0
1.0,001-01-0000006,0.551652,0.686961,LEGIT,0
1.0,001-01-0000007,0.54459,0.686961,LEGIT,0
1.0,001-01-0000008,0.611148,0.686961,LEGIT,0
1.0,001-01-0000009,0.508819,0.686961,LEGIT,0
1.0,001-01-0000010,0.551544,0.686961,LEGIT,0
1.0,001-01-0000011,0.52996,0.686961,LEGIT,0
1.0,001-01-0000012,0.556964,0.686961,LEGIT,0
1.0,001-01-0000013,0.571495,0.686961,LEGIT,0
1.0,001-01-0000014,0.619342,0.686961,LEGIT,0
1.0,001-01-0000015,0.587736,0.686961,LEGIT,0
1.0,001-01-0000016,0.58539,0.686961,LEGIT,0
1.0,001-01-0000017,0.555931,0.686961,LEGIT,0
1.0,001-01-0000018,0.590912,0.686961,LEGIT,0
1.0,001-01-0000019,0.544859,0.686961,LEGIT,0
1.0,001-01-0000020,0.603417,0.686961,LEGIT,0
1.0,001-01-0000021,0.568144,0.686961,LEGIT,0
1.0,001-01-0000022,0.592035,0.686961,LEGIT,0
1.0,001-01-0000023,0.551128,0.686961,LEGIT,0
1.0,001-01-0000024,0.601021,0.686961,LEGIT,0
1.0,001-01-0000025,0.524563,0.686961,LEGIT,0
15.0,001-01-0000001,1.041165,0.642087,FAKE,1
15.0,001-01-0000002,0.532045,0.642087,LEGIT,0
15.0,001-01-0000003,0.522559,0.642087,LEGIT,0
15.0,001-01-0000004,0.467428,0.642087,LEGIT,0
15.0,001-01-0000005,0.546586,0.642087,LEGIT,0
15.0,001-01-0000006,0.48104,0.642087,LEGIT,0
15.0,001-01-0000007,0.50507,0.642087,LEGIT,0
15.0,001-01-0000008,0.609895,0.642087,LEGIT,0
15.0,001-01-0000009,0.591078,0.642087,LEGIT,0
15.0,001-01-0000010,0.559253,0.642087,LEGIT,0
15.0,001-01-0000011,0.528728,0.642087,LEGIT,0
15.0,001-01-0000012,0.518862,0.642087,LEGIT,0
