time_sec,ecgi,score,threshold,status,is_fake_gt
1.0,001-01-0000001,1.533752,1.420548,FAKE,1
1.0,001-01-0000002,0.930321,1.420548,LEGIT,0
1.0,001-01-0000003,0.973414,1.420548,LEGIT,0
1.0,001-01-0000004,0.880017,1.420548,LEGIT,0
1.0,001-01-0000005,0.761137,1.420548,LEGIT,0
1.0,001-01-0000006,0.935198,1.420548,LEGIT,0
1.0,001-01-0000007,0.995557,1.420548,LEGIT,0
1.0,001-01-0000008,1.284902,1.420548,LEGIT,0
1.0,001-01-0000009,0.971067,1.420548,LEGIT,0
1.0,001-01-0000010,1.089856,1.420548,LEGIT,0
1.0,001-01-0000011,0.829939,1.420548,LEGIT,0
1.0,001-01-0000012,1.066478,1.420548,LEGIT,0
1.0,001-01-0000013,1.057563,1.420548,LEGIT,0
1.0,001-01-0000014,1.09987,1.420548,LEGIT,0
1.0,001-01-0000015,1.21261,1.420548,LEGIT,0
1.0,001-01-0000016,0.877663,1.420548,LEGIT,0
1.0,001-01-0000017,0.797135,1.420548,LEGIT,0
1.0,001-01-0000018,1.02168,1.420548,LEGIT,0
1.0,001-01-0000019,1.120054,1.420548,LEGIT,0
1.0,001-01-0000020,1.264813,1.420548,LEGIT,0
1.0,001-01-0000021,0.993717,1.420548,LEGIT,0
1.0,001-01-0000022,1.110915,1.420548,LEGIT,0
1.0,001-01-0000023,1.047513,1.420548,LEGIT,0
1.0,001-01-0000024,1.111358,1.420548,LEGIT,0
1.0,001-01-0000025,0.921031,1.420548,LEGIT,0
