time_sec,imsi,ue_x,ue_y,ue_z,serving_ecgi,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,31,-193.474,345.773,2.000,001-01-0000001,-49.269,12.680,5.241,5
1.000,40,401.003,342.762,2.000,001-01-0000001,-45.637,14.366,6.426,4
1.000,72,30.792,277.219,2.000,001-01-0000001,-43.278,14.748,6.262,2
1.000,87,204.402,166.887,2.000,001-01-0000001,-41.620,17.342,13.830,1
1.000,134,124.474,392.937,2.000,001-01-0000001,-56.025,8.349,-1.037,3
1.000,144,-205.930,81.907,2.000,001-01-0000001,-51.274,16.581,17.414,5
1.000,148,832.959,813.336,2.000,001-01-0000001,-63.239,9.909,-6.723,12
1.000,164,245.623,570.064,2.000,001-01-0000001,-46.606,10.081,0.183,6
1.000,190,359.736,46.935,2.000,001-01-0000001,-44.340,14.512,4.547,3
2.000,31,-191.824,346.861,2.000,001-01-0000001,-64.413,11.016,-0.940,5
2.000,33,280.934,80.979,2.000,001-01-0000001,-53.709,10.580,3.662,2
2.000,42,-25.842,198.720,2.000,001-01-0000001,-39.308,14.787,22.711,2
2.000,47,219.227,-37.894,2.000,001-01-0000001,-41.310,14.792,13.802,3
2.000,61,-111.676,609.387,2.000,001-01-0000001,-59.964,13.258,-3.388,7
2.000,72,30.856,290.045,2.000,001-01-0000001,-45.499,13.353,18.353,2
2.000,87,213.408,176.591,2.000,001-01-0000001,-33.214,14.406,20.624,1
2.000,172,233.016,294.433,2.000,001-01-0000001,-33.983,10.591,17.735,2
2.000,189,-156.815,-166.786,2.000,001-01-0000001,-52.006,13.398,10.794,5
2.000,190,366.971,49.431,2.000,001-01-0000001,-44.821,13.866,9.000,3
3.000,12,-28.512,131.765,2.000,001-01-0000001,-31.345,12.059,30.459,2
3.000,14,3.272,1252.441,2.000,001-01-0000001,-52.601,14.345,-1.335,14
3.000,33,284.988,81.914,2.000,001-01-0000001,-42.202,12.081,7.824,2
3.000,47,220.658,-34.643,2.000,001-01-0000001,-32.388,15.787,18.481,2
3.000,53,804.007,26.385,2.000,001-01-0000001,-53.975,12.370,6.272,9
3.000,61,-106.561,609.617,2.000,001-01-0000001,-51.608,9.539,1.184,7
3.000,72,30.920,302.872,2.000,001-01-0000001,-51.105,9.391,13.600,3
3.000,87,222.414,186.296,2.000,001-01-0000001,-39.619,14.228,17.346,1
3.000,134,132.094,398.188,2.000,001-01-0000001,-50.570,11.590,-2.949,3
3.000,137,76.169,-28.097,2.000,001-01-0000001,-54.557,11.014,-2.821,2
3.000,147,513.084,350.314,2.000,001-01-0000001,-55.583,11.011,5.260,5
3.000,172,241.894,300.500,2.000,001-01-0000001,-45.288,15.729,14.422,2
