folder,recall_old,recall_new,auc_old,auc_new,mean_err_old,mean_err_new
fbs-medium-step1,1.0,1.0,1.0,1.0,321.46187499999996,223.51850000000005
fbs-medium-step2,1.0,1.0,1.0,1.0,325.0110000000001,222.25375000000003
fbs-medium-step3,1.0,1.0,1.0,1.0,320.332375,212.51724999999996
fbs-medium-step4,1.0,1.0,1.0,1.0,317.27899999999994,201.23924999999997
fbs-medium-step5,1.0,1.0,1.0,1.0,326.369625,201.05249999999998
