time_sec,ecgi,score,threshold,status,is_fake_gt
1.0,001-01-0000001,1.120072,1.339143,LEGIT,1
1.0,001-01-0000002,0.916425,1.339143,LEGIT,0
1.0,001-01-0000003,0.996274,1.339143,LEGIT,0
1.0,001-01-0000004,0.872142,1.339143,LEGIT,0
1.0,001-01-0000005,0.809533,1.339143,LEGIT,0
1.0,001-01-0000006,0.986633,1.339143,LEGIT,0
1.0,001-01-0000007,1.059944,1.339143,LEGIT,0
1.0,001-01-0000008,1.310766,1.339143,LEGIT,0
1.0,001-01-0000009,0.939799,1.339143,LEGIT,0
1.0,001-01-0000010,1.057787,1.339143,LEGIT,0
1.0,001-01-0000011,0.81478,1.339143,LEGIT,0
1.0,001-01-0000012,1.087964,1.339143,LEGIT,0
1.0,001-01-0000013,1.038124,1.339143,LEGIT,0
1.0,001-01-0000014,1.080759,1.339143,LEGIT,0
1.0,001-01-0000015,1.165046,1.339143,LEGIT,0
1.0,001-01-0000016,0.894539,1.339143,LEGIT,0
1.0,001-01-0000017,0.808312,1.339143,LEGIT,0
1.0,001-01-0000018,1.066565,1.339143,LEGIT,0
1.0,001-01-0000019,1.102981,1.339143,LEGIT,0
1.0,001-01-0000020,1.208667,1.339143,LEGIT,0
1.0,001-01-0000021,0.977247,1.339143,LEGIT,0
1.0,001-01-0000022,1.102972,1.339143,LEGIT,0
1.0,001-01-0000023,1.043677,1.339143,LEGIT,0
1.0,001-01-0000024,1.099605,1.339143,LEGIT,0
1.0,001-01-0000025,0.884617,1.339143,LEGIT,0
