time_sec,ecgi,score,threshold,status,is_fake_gt
1.0,001-01-0000001,1.398223,1.086086,FAKE,1
1.0,001-01-0000002,0.825994,1.086086,LEGIT,0
1.0,001-01-0000003,0.832481,1.086086,LEGIT,0
1.0,001-01-0000004,0.688643,1.086086,LEGIT,0
1.0,001-01-0000005,0.798154,1.086086,LEGIT,0
1.0,001-01-0000006,0.900292,1.086086,LEGIT,0
1.0,001-01-0000007,0.894493,1.086086,LEGIT,0
1.0,001-01-0000008,1.031813,1.086086,LEGIT,0
1.0,001-01-0000009,0.723768,1.086086,LEGIT,0
1.0,001-01-0000010,0.921762,1.086086,LEGIT,0
1.0,001-01-0000011,0.741134,1.086086,LEGIT,0
1.0,001-01-0000012,0.914572,1.086086,LEGIT,0
1.0,001-01-0000013,0.851417,1.086086,LEGIT,0
1.0,001-01-0000014,0.916435,1.086086,LEGIT,0
1.0,001-01-0000015,1.025381,1.086086,LEGIT,0
1.0,001-01-0000016,0.888302,1.086086,LEGIT,0
1.0,001-01-0000017,0.72529,1.086086,LEGIT,0
1.0,001-01-0000018,0.822902,1.086086,LEGIT,0
1.0,001-01-0000019,0.914668,1.086086,LEGIT,0
1.0,001-01-0000020,0.904302,1.086086,LEGIT,0
1.0,001-01-0000021,0.884854,1.086086,LEGIT,0
1.0,001-01-0000022,0.920746,1.086086,LEGIT,0
1.0,001-01-0000023,0.936049,1.086086,LEGIT,0
1.0,001-01-0000024,0.934645,1.086086,LEGIT,0
1.0,001-01-0000025,0.708803,1.086086,LEGIT,0
