time_sec,ecgi,score,threshold,status,is_fake_gt
1.0,001-01-0000001,1.406925,1.46855,LEGIT,1
1.0,001-01-0000002,0.90619,1.46855,LEGIT,0
1.0,001-01-0000003,0.95621,1.46855,LEGIT,0
1.0,001-01-0000004,0.891484,1.46855,LEGIT,0
1.0,001-01-0000005,0.777048,1.46855,LEGIT,0
1.0,001-01-0000006,0.947451,1.46855,LEGIT,0
1.0,001-01-0000007,1.007224,1.46855,LEGIT,0
1.0,001-01-0000008,1.294823,1.46855,LEGIT,0
1.0,001-01-0000009,0.923748,1.46855,LEGIT,0
1.0,001-01-0000010,1.08725,1.46855,LEGIT,0
1.0,001-01-0000011,0.82575,1.46855,LEGIT,0
1.0,001-01-0000012,1.07398,1.46855,LEGIT,0
1.0,001-01-0000013,1.083001,1.46855,LEGIT,0
1.0,001-01-0000014,1.103834,1.46855,LEGIT,0
1.0,001-01-0000015,1.178896,1.46855,LEGIT,0
1.0,001-01-0000016,0.895583,1.46855,LEGIT,0
1.0,001-01-0000017,0.80225,1.46855,LEGIT,0
1.0,001-01-0000018,1.03475,1.46855,LEGIT,0
1.0,001-01-0000019,1.118254,1.46855,LEGIT,0
1.0,001-01-0000020,1.267917,1.46855,LEGIT,0
1.0,001-01-0000021,0.985686,1.46855,LEGIT,0
1.0,001-01-0000022,1.102928,1.46855,LEGIT,0
1.0,001-01-0000023,1.036984,1.46855,LEGIT,0
1.0,001-01-0000024,1.132281,1.46855,LEGIT,0
1.0,001-01-0000025,0.931543,1.46855,LEGIT,0
