time_sec,ecgi,score,threshold,status,is_fake_gt
1.0,001-01-0000001,1.419058,1.217815,FAKE,1
1.0,001-01-0000002,0.787355,1.217815,LEGIT,0
1.0,001-01-0000003,0.807482,1.217815,LEGIT,0
1.0,001-01-0000004,0.687718,1.217815,LEGIT,0
1.0,001-01-0000005,0.79114,1.217815,LEGIT,0
1.0,001-01-0000006,0.92259,1.217815,LEGIT,0
1.0,001-01-0000007,0.915715,1.217815,LEGIT,0
1.0,001-01-0000008,1.027161,1.217815,LEGIT,0
1.0,001-01-0000009,0.673542,1.217815,LEGIT,0
1.0,001-01-0000010,0.933393,1.217815,LEGIT,0
1.0,001-01-0000011,0.76238,1.217815,LEGIT,0
1.0,001-01-0000012,0.901727,1.217815,LEGIT,0
1.0,001-01-0000013,0.850909,1.217815,LEGIT,0
1.0,001-01-0000014,0.928481,1.217815,LEGIT,0
1.0,001-01-0000015,0.978346,1.217815,LEGIT,0
1.0,001-01-0000016,0.90972,1.217815,LEGIT,0
1.0,001-01-0000017,0.728134,1.217815,LEGIT,0
1.0,001-01-0000018,0.802916,1.217815,LEGIT,0
1.0,001-01-0000019,0.939978,1.217815,LEGIT,0
1.0,001-01-0000020,0.900402,1.217815,LEGIT,0
1.0,001-01-0000021,0.916956,1.217815,LEGIT,0
1.0,001-01-0000022,0.905474,1.217815,LEGIT,0
1.0,001-01-0000023,0.944614,1.217815,LEGIT,0
1.0,001-01-0000024,0.975698,1.217815,LEGIT,0
1.0,001-01-0000025,0.725604,1.217815,LEGIT,0
