time_sec,ecgi,score,threshold,status,is_fake_gt
1.0,001-01-0000001,2.457994,1.478503,FAKE,1
1.0,001-01-0000002,0.883567,1.478503,LEGIT,0
1.0,001-01-0000003,0.863786,1.478503,LEGIT,0
1.0,001-01-0000004,0.91086,1.478503,LEGIT,0
1.0,001-01-0000005,0.789519,1.478503,LEGIT,0
1.0,001-01-0000006,0.900871,1.478503,LEGIT,0
1.0,001-01-0000007,1.005612,1.478503,LEGIT,0
1.0,001-01-0000008,1.210532,1.478503,LEGIT,0
1.0,001-01-0000009,0.946516,1.478503,LEGIT,0
1.0,001-01-0000010,1.071835,1.478503,LEGIT,0
1.0,001-01-0000011,0.790314,1.478503,LEGIT,0
1.0,001-01-0000012,1.016056,1.478503,LEGIT,0
1.0,001-01-0000013,1.068348,1.478503,LEGIT,0
1.0,001-01-0000014,1.090945,1.478503,LEGIT,0
1.0,001-01-0000015,1.138119,1.478503,LEGIT,0
1.0,001-01-0000016,0.912084,1.478503,LEGIT,0
1.0,001-01-0000017,0.894327,1.478503,LEGIT,0
1.0,001-01-0000018,0.995177,1.478503,LEGIT,0
1.0,001-01-0000019,1.061159,1.478503,LEGIT,0
1.0,001-01-0000020,1.243964,1.478503,LEGIT,0
1.0,001-01-0000021,1.028463,1.478503,LEGIT,0
1.0,001-01-0000022,1.086828,1.478503,LEGIT,0
1.0,001-01-0000023,1.065598,1.478503,LEGIT,0
1.0,001-01-0000024,1.153774,1.478503,LEGIT,0
1.0,001-01-0000025,0.924261,1.478503,LEGIT,0
