time_sec,imsi,ue_x,ue_y,ue_z,serving_ecgi,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,12,-35.315,129.634,2.000,001-01-0000001,-36.524,15.075,16.904,2
1.000,13,846.596,136.552,2.000,001-01-0000001,-49.304,14.873,9.696,11
1.000,22,-187.095,829.251,2.000,001-01-0000001,-65.582,9.412,1.041,11
1.000,27,29.907,-101.419,2.000,001-01-0000001,-41.927,14.287,19.494,1
1.000,31,-193.474,345.773,2.000,001-01-0000001,-39.431,13.207,15.079,5
1.000,40,401.003,342.762,2.000,001-01-0000001,-43.370,14.725,8.694,7
1.000,42,-31.369,194.832,2.000,001-01-0000001,-48.999,15.386,3.150,3
1.000,57,1224.606,231.631,2.000,001-01-0000001,-60.555,10.775,-2.298,16
1.000,59,774.327,-238.919,2.000,001-01-0000001,-56.284,10.091,0.101,10
1.000,72,30.792,277.219,2.000,001-01-0000001,-40.876,14.961,8.665,4
1.000,79,-229.856,515.719,2.000,001-01-0000001,-67.019,5.682,-2.898,7
1.000,84,1103.147,1693.732,2.000,001-01-0000001,-60.526,9.323,2.011,26
1.000,87,204.402,166.887,2.000,001-01-0000001,-53.771,14.834,1.679,3
1.000,97,59.150,674.338,2.000,001-01-0000001,-54.960,9.875,-1.090,9
1.000,132,715.047,72.377,2.000,001-01-0000001,-56.544,12.669,5.707,9
1.000,134,124.474,392.937,2.000,001-01-0000001,-54.053,9.420,0.935,5
1.000,137,58.340,-50.663,2.000,001-01-0000001,-22.640,14.705,40.000,1
1.000,144,-205.930,81.907,2.000,001-01-0000001,-33.701,16.656,34.987,3
1.000,148,832.959,813.336,2.000,001-01-0000001,-56.316,12.858,0.200,15
1.000,164,245.623,570.064,2.000,001-01-0000001,-42.182,11.113,4.607,8
1.000,189,-168.394,-167.429,2.000,001-01-0000001,-47.969,13.454,12.791,3
1.000,190,359.736,46.935,2.000,001-01-0000001,-41.231,15.092,7.657,5
