time_sec,imsi,ue_x,ue_y,ue_z,serving_ecgi,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,12,-35.315,129.634,2.000,001-01-0000001,-46.035,14.839,7.393,2
1.000,13,846.596,136.552,2.000,001-01-0000001,-51.110,14.324,7.889,9
1.000,31,-193.474,345.773,2.000,001-01-0000001,-44.269,13.076,10.241,5
1.000,33,276.880,80.043,2.000,001-01-0000001,-56.001,11.982,-3.861,2
1.000,40,401.003,342.762,2.000,001-01-0000001,-40.637,14.988,11.426,4
1.000,42,-31.369,194.832,2.000,001-01-0000001,-52.574,14.812,-0.424,2
1.000,57,1224.606,231.631,2.000,001-01-0000001,-63.320,8.913,-5.064,14
1.000,72,30.792,277.219,2.000,001-01-0000001,-38.278,15.097,11.262,2
1.000,87,204.402,166.887,2.000,001-01-0000001,-36.620,17.495,18.830,1
1.000,97,59.150,674.338,2.000,001-01-0000001,-56.247,9.293,-2.377,7
1.000,132,715.047,72.377,2.000,001-01-0000001,-57.981,11.879,4.271,7
1.000,134,124.474,392.937,2.000,001-01-0000001,-51.025,10.635,3.963,3
1.000,144,-205.930,81.907,2.000,001-01-0000001,-46.274,16.633,22.414,5
1.000,148,832.959,813.336,2.000,001-01-0000001,-58.239,12.297,-1.723,12
1.000,164,245.623,570.064,2.000,001-01-0000001,-41.606,11.195,5.183,6
1.000,172,224.138,288.367,2.000,001-01-0000001,-42.597,13.035,3.956,2
1.000,190,359.736,46.935,2.000,001-01-0000001,-39.340,15.307,9.547,3
2.000,14,0.802,1255.949,2.000,001-01-0000001,-54.820,9.041,-1.535,14
2.000,31,-191.824,346.861,2.000,001-01-0000001,-59.413,12.497,4.060,5
2.000,33,280.934,80.979,2.000,001-01-0000001,-48.709,11.999,8.662,2
2.000,42,-25.842,198.720,2.000,001-01-0000001,-34.308,14.801,27.711,2
2.000,47,219.227,-37.894,2.000,001-01-0000001,-36.310,15.014,18.802,3
2.000,52,405.616,331.769,2.000,001-01-0000001,-54.193,11.407,-5.398,4
2.000,61,-111.676,609.387,2.000,001-01-0000001,-54.964,15.491,1.612,7
2.000,68,337.881,891.733,2.000,001-01-0000001,-56.570,11.560,3.955,10
2.000,72,30.856,290.045,2.000,001-01-0000001,-40.499,13.413,23.353,2
2.000,79,-229.169,508.315,2.000,001-01-0000001,-54.387,14.120,2.421,7
2.000,87,213.408,176.591,2.000,001-01-0000001,-28.214,14.416,25.624,1
2.000,128,18.500,411.011,2.000,001-01-0000001,-46.787,7.978,2.848,4
2.000,144,-198.281,86.645,2.000,001-01-0000001,-53.584,17.229,12.151,4
2.000,150,383.003,2103.884,2.000,001-01-0000001,-57.766,10.298,-6.797,25
2.000,172,233.016,294.433,2.000,001-01-0000001,-28.983,10.619,22.735,2
2.000,189,-156.815,-166.786,2.000,001-01-0000001,-47.006,13.608,15.794,5
2.000,190,366.971,49.431,2.000,001-01-0000001,-39.821,14.246,14.000,3
3.000,12,-28.512,131.765,2.000,001-01-0000001,-26.345,12.060,35.459,2
3.000,14,3.272,1252.441,2.000,001-01-0000001,-47.601,15.726,3.665,14
3.000,33,284.988,81.914,2.000,001-01-0000001,-37.202,12.356,12.824,2
3.000,47,220.658,-34.643,2.000,001-01-0000001,-27.388,15.834,23.481,2
3.000,52,404.524,331.627,2.000,001-01-0000001,-56.085,10.123,-0.012,4
3.000,53,804.007,26.385,2.000,001-01-0000001,-48.975,13.048,11.272,9
3.000,59,779.642,-236.654,2.000,001-01-0000001,-66.405,5.697,-8.475,9
3.000,61,-106.561,609.617,2.000,001-01-0000001,-46.608,11.154,6.184,7
3.000,64,585.471,-108.529,2.000,001-01-0000001,-56.424,12.148,1.227,7
3.000,72,30.920,302.872,2.000,001-01-0000001,-46.105,9.653,18.600,3
3.000,87,222.414,186.296,2.000,001-01-0000001,-34.619,14.381,22.346,1
3.000,91,557.839,475.569,2.000,001-01-0000001,-48.675,9.217,-6.604,7
3.000,97,68.833,675.450,2.000,001-01-0000001,-54.168,10.772,3.339,7
3.000,134,132.094,398.188,2.000,001-01-0000001,-45.570,13.278,2.051,3
3.000,137,76.169,-28.097,2.000,001-01-0000001,-49.557,12.634,2.179,2
3.000,147,513.084,350.314,2.000,001-01-0000001,-50.583,12.091,10.260,5
3.000,156,43.069,867.196,2.000,001-01-0000001,-53.761,10.427,1.396,9
3.000,172,241.894,300.500,2.000,001-01-0000001,-40.288,15.925,19.422,2
3.000,190,374.206,51.926,2.000,001-01-0000001,-45.597,11.844,5.291,3
