time_sec,imsi,ue_x,ue_y,ue_z,serving_ecgi,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,13,846.596,136.552,2.000,001-01-0000001,-51.713,14.105,7.287,7
1.000,28,655.045,319.745,2.000,001-01-0000001,-56.029,8.425,-3.366,4
1.000,40,401.003,342.762,2.000,001-01-0000001,-14.465,15.308,37.598,1
1.000,52,406.707,331.911,2.000,001-01-0000001,-46.593,12.029,4.799,1
1.000,57,1224.606,231.631,2.000,001-01-0000001,-64.864,7.720,-6.608,11
1.000,132,715.047,72.377,2.000,001-01-0000001,-59.186,11.126,3.066,6
1.000,134,124.474,392.937,2.000,001-01-0000001,-54.696,9.095,0.292,3
1.000,144,-205.930,81.907,2.000,001-01-0000001,-60.549,16.046,8.139,8
1.000,148,832.959,813.336,2.000,001-01-0000001,-57.155,12.634,-0.639,9
1.000,164,245.623,570.064,2.000,001-01-0000001,-36.797,11.608,9.992,3
1.000,172,224.138,288.367,2.000,001-01-0000001,-45.110,12.081,1.442,2
1.000,190,359.736,46.935,2.000,001-01-0000001,-48.485,13.080,0.403,4
1.000,199,465.953,468.599,2.000,001-01-0000001,-33.982,13.697,-1.263,2
2.000,14,0.802,1255.949,2.000,001-01-0000001,-57.405,7.611,-4.120,12
2.000,28,654.622,320.842,2.000,001-01-0000001,-48.152,14.515,4.818,4
2.000,40,406.404,354.629,2.000,001-01-0000001,-22.437,11.770,18.106,1
2.000,52,405.616,331.769,2.000,001-01-0000001,-30.581,14.462,18.215,1
2.000,61,-111.676,609.387,2.000,001-01-0000001,-59.929,13.278,-3.353,7
2.000,68,337.881,891.733,2.000,001-01-0000001,-55.610,12.093,4.915,7
2.000,72,30.856,290.045,2.000,001-01-0000001,-54.870,12.733,8.983,4
2.000,107,236.232,510.671,2.000,001-01-0000001,-41.274,11.660,11.323,3
2.000,155,306.586,682.132,2.000,001-01-0000001,-53.105,11.685,1.467,4
2.000,172,233.016,294.433,2.000,001-01-0000001,-29.335,10.618,22.382,2
2.000,190,366.971,49.431,2.000,001-01-0000001,-48.457,13.221,5.364,4
3.000,12,-28.512,131.765,2.000,001-01-0000001,-46.919,11.992,14.885,6
3.000,14,3.272,1252.441,2.000,001-01-0000001,-50.171,15.158,1.096,12
3.000,28,654.199,321.939,2.000,001-01-0000001,-52.108,10.502,3.337,4
3.000,33,284.988,81.914,2.000,001-01-0000001,-51.820,9.698,-1.793,4
3.000,40,411.804,366.496,2.000,001-01-0000001,-37.707,11.541,18.985,1
