time_sec,imsi,ue_x,ue_y,ue_z,serving_ecgi,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,12,-35.315,129.634,2.000,001-01-0000001,-41.524,15.009,11.904,2
1.000,13,846.596,136.552,2.000,001-01-0000001,-54.304,12.930,4.696,11
1.000,27,29.907,-101.419,2.000,001-01-0000001,-46.927,14.173,14.494,1
1.000,31,-193.474,345.773,2.000,001-01-0000001,-44.431,13.069,10.079,5
1.000,40,401.003,342.762,2.000,001-01-0000001,-48.370,13.680,3.694,7
1.000,42,-31.369,194.832,2.000,001-01-0000001,-53.999,14.454,-1.850,3
1.000,57,1224.606,231.631,2.000,001-01-0000001,-65.555,7.157,-7.298,16
1.000,72,30.792,277.219,2.000,001-01-0000001,-45.876,14.364,3.665,4
1.000,137,58.340,-50.663,2.000,001-01-0000001,-27.640,14.705,38.375,1
1.000,144,-205.930,81.907,2.000,001-01-0000001,-38.701,16.653,29.987,3
1.000,148,832.959,813.336,2.000,001-01-0000001,-61.316,10.995,-4.800,15
1.000,164,245.623,570.064,2.000,001-01-0000001,-47.182,9.881,-0.393,8
1.000,189,-168.394,-167.429,2.000,001-01-0000001,-52.969,12.572,7.791,3
1.000,190,359.736,46.935,2.000,001-01-0000001,-46.231,13.968,2.657,5
