time_sec,ecgi,score,threshold,status,is_fake_gt
1.0,001-01-0000001,1.845053,1.549558,FAKE,1
1.0,001-01-0000002,0.880642,1.549558,LEGIT,0
1.0,001-01-0000003,0.905833,1.549558,LEGIT,0
1.0,001-01-0000004,0.868684,1.549558,LEGIT,0
1.0,001-01-0000005,0.772845,1.549558,LEGIT,0
1.0,001-01-0000006,0.925088,1.549558,LEGIT,0
1.0,001-01-0000007,1.002792,1.549558,LEGIT,0
1.0,001-01-0000008,1.238006,1.549558,LEGIT,0
1.0,001-01-0000009,0.917044,1.549558,LEGIT,0
1.0,001-01-0000010,1.065165,1.549558,LEGIT,0
1.0,001-01-0000011,0.844298,1.549558,LEGIT,0
1.0,001-01-0000012,1.052589,1.549558,LEGIT,0
1.0,001-01-0000013,1.097156,1.549558,LEGIT,0
1.0,001-01-0000014,1.094951,1.549558,LEGIT,0
1.0,001-01-0000015,1.190341,1.549558,LEGIT,0
1.0,001-01-0000016,0.876323,1.549558,LEGIT,0
1.0,001-01-0000017,0.817366,1.549558,LEGIT,0
1.0,001-01-0000018,1.034,1.549558,LEGIT,0
1.0,001-01-0000019,1.145877,1.549558,LEGIT,0
1.0,001-01-0000020,1.251111,1.549558,LEGIT,0
1.0,001-01-0000021,0.98668,1.549558,LEGIT,0
1.0,001-01-0000022,1.149913,1.549558,LEGIT,0
1.0,001-01-0000023,1.071194,1.549558,LEGIT,0
1.0,001-01-0000024,1.134596,1.549558,LEGIT,0
1.0,001-01-0000025,0.933733,1.549558,LEGIT,0
