time_sec,imsi,ue_x,ue_y,ue_z,serving_ecgi,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,12,-35.315,129.634,2.000,001-01-0000001,-29.853,15.099,23.574,2
1.000,13,846.596,136.552,2.000,001-01-0000001,-42.729,15.862,16.271,10
1.000,16,836.367,1321.721,2.000,001-01-0000001,-59.459,5.626,3.425,19
1.000,22,-187.095,829.251,2.000,001-01-0000001,-59.613,12.176,7.009,10
1.000,27,29.907,-101.419,2.000,001-01-0000001,-45.330,14.224,16.091,2
1.000,28,655.045,319.745,2.000,001-01-0000001,-53.094,10.012,-0.430,8
1.000,31,-193.474,345.773,2.000,001-01-0000001,-33.808,13.254,20.703,5
1.000,33,276.880,80.043,2.000,001-01-0000001,-51.352,13.667,0.788,3
1.000,40,401.003,342.762,2.000,001-01-0000001,-34.953,15.220,17.111,5
1.000,42,-31.369,194.832,2.000,001-01-0000001,-40.646,15.818,11.504,2
1.000,47,217.795,-41.145,2.000,001-01-0000001,-42.538,11.103,11.247,2
1.000,57,1224.606,231.631,2.000,001-01-0000001,-54.454,13.401,3.802,15
1.000,59,774.327,-238.919,2.000,001-01-0000001,-50.423,12.328,5.962,10
1.000,61,-116.791,609.156,2.000,001-01-0000001,-55.630,10.503,3.397,7
1.000,67,1405.496,1708.955,2.000,001-01-0000001,-57.497,8.898,-4.340,27
1.000,72,30.792,277.219,2.000,001-01-0000001,-31.267,15.233,18.273,3
1.000,79,-229.856,515.719,2.000,001-01-0000001,-61.200,8.826,2.921,7
1.000,84,1103.147,1693.732,2.000,001-01-0000001,-54.716,11.340,7.821,25
1.000,87,204.402,166.887,2.000,001-01-0000001,-41.075,17.368,14.375,2
1.000,89,-116.786,340.153,2.000,001-01-0000001,-43.189,12.757,4.615,4
1.000,97,59.150,674.338,2.000,001-01-0000001,-48.092,11.612,5.778,8
1.000,105,587.270,1027.288,2.000,001-01-0000001,-48.854,8.245,7.993,14
1.000,126,-224.878,659.139,2.000,001-01-0000001,-56.475,12.845,3.405,8
1.000,132,715.047,72.377,2.000,001-01-0000001,-49.761,14.908,12.491,8
1.000,134,124.474,392.937,2.000,001-01-0000001,-45.257,11.802,9.731,4
1.000,135,236.243,784.356,2.000,001-01-0000001,-59.522,9.794,-4.628,9
1.000,137,58.340,-50.663,2.000,001-01-0000001,-25.097,14.705,40.000,2
1.000,144,-205.930,81.907,2.000,001-01-0000001,-32.335,16.657,36.353,4
1.000,148,832.959,813.336,2.000,001-01-0000001,-49.850,13.783,6.666,14
1.000,164,245.623,570.064,2.000,001-01-0000001,-34.575,11.694,12.215,7
1.000,165,1255.233,-23.931,2.000,001-01-0000001,-57.411,13.154,1.814,15
1.000,172,224.138,288.367,2.000,001-01-0000001,-40.056,13.684,6.496,3
1.000,186,801.536,1260.059,2.000,001-01-0000001,-58.027,12.159,2.650,18
1.000,189,-168.394,-167.429,2.000,001-01-0000001,-48.707,13.371,12.053,4
1.000,190,359.736,46.935,2.000,001-01-0000001,-32.575,15.637,16.313,4
1.000,195,1243.625,-66.683,2.000,001-01-0000001,-57.732,7.083,-2.196,15
1.000,197,1050.590,690.873,2.000,001-01-0000001,-57.842,10.702,-0.470,15
