time_sec,ecgi,score,threshold,status,is_fake_gt
1.0,001-01-0000001,3.295498,1.449333,FAKE,1
1.0,001-01-0000002,0.845933,1.449333,LEGIT,0
1.0,001-01-0000003,0.871534,1.449333,LEGIT,0
1.0,001-01-0000004,0.878235,1.449333,LEGIT,0
1.0,001-01-0000005,0.728552,1.449333,LEGIT,0
1.0,001-01-0000006,0.840155,1.449333,LEGIT,0
1.0,001-01-0000007,0.975644,1.449333,LEGIT,0
1.0,001-01-0000008,1.167527,1.449333,LEGIT,0
1.0,001-01-0000009,1.006176,1.449333,LEGIT,0
1.0,001-01-0000010,1.10927,1.449333,LEGIT,0
1.0,001-01-0000011,0.777899,1.449333,LEGIT,0
1.0,001-01-0000012,0.995486,1.449333,LEGIT,0
1.0,001-01-0000013,1.078913,1.449333,LEGIT,0
1.0,001-01-0000014,1.074698,1.449333,LEGIT,0
1.0,001-01-0000015,1.157575,1.449333,LEGIT,0
1.0,001-01-0000016,0.924518,1.449333,LEGIT,0
1.0,001-01-0000017,0.908245,1.449333,LEGIT,0
1.0,001-01-0000018,1.045012,1.449333,LEGIT,0
1.0,001-01-0000019,1.020853,1.449333,LEGIT,0
1.0,001-01-0000020,1.174799,1.449333,LEGIT,0
1.0,001-01-0000021,1.023635,1.449333,LEGIT,0
1.0,001-01-0000022,1.07777,1.449333,LEGIT,0
1.0,001-01-0000023,1.071874,1.449333,LEGIT,0
1.0,001-01-0000024,1.108314,1.449333,LEGIT,0
1.0,001-01-0000025,0.874969,1.449333,LEGIT,0
