time_sec,imsi,ue_x,ue_y,ue_z,serving_ecgi,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,12,-35.315,129.634,2.000,001-01-0000001,-46.037,14.839,7.391,2
1.000,13,846.596,136.552,2.000,001-01-0000001,-51.110,14.325,7.890,9
1.000,31,-193.474,345.773,2.000,001-01-0000001,-44.269,13.076,10.241,5
1.000,33,276.880,80.043,2.000,001-01-0000001,-56.000,11.983,-3.860,2
1.000,40,401.003,342.762,2.000,001-01-0000001,-40.636,14.988,11.428,4
1.000,42,-31.369,194.832,2.000,001-01-0000001,-52.575,14.812,-0.425,2
1.000,57,1224.606,231.631,2.000,001-01-0000001,-63.320,8.913,-5.064,14
1.000,72,30.792,277.219,2.000,001-01-0000001,-38.278,15.097,11.262,2
1.000,87,204.402,166.887,2.000,001-01-0000001,-36.613,17.495,18.837,1
1.000,97,59.150,674.338,2.000,001-01-0000001,-56.247,9.294,-2.376,7
1.000,132,715.047,72.377,2.000,001-01-0000001,-57.980,11.879,4.272,7
1.000,134,124.474,392.937,2.000,001-01-0000001,-51.024,10.636,3.964,3
1.000,144,-205.930,81.907,2.000,001-01-0000001,-46.275,16.633,22.413,5
1.000,148,832.959,813.336,2.000,001-01-0000001,-58.239,12.297,-1.722,12
1.000,164,245.623,570.064,2.000,001-01-0000001,-41.605,11.196,5.184,6
1.000,172,224.138,288.367,2.000,001-01-0000001,-42.594,13.036,3.959,2
1.000,190,359.736,46.935,2.000,001-01-0000001,-39.340,15.307,9.548,3
2.000,14,0.802,1255.949,2.000,001-01-0000001,-54.820,9.042,-1.535,14
2.000,31,-191.824,346.861,2.000,001-01-0000001,-59.413,12.497,4.060,5
2.000,33,280.934,80.979,2.000,001-01-0000001,-48.708,11.999,8.663,2
2.000,42,-25.842,198.720,2.000,001-01-0000001,-34.309,14.801,27.710,2
2.000,47,219.227,-37.894,2.000,001-01-0000001,-36.311,15.014,18.801,3
2.000,52,405.616,331.769,2.000,001-01-0000001,-54.192,11.408,-5.396,4
2.000,61,-111.676,609.387,2.000,001-01-0000001,-54.964,15.492,1.613,7
2.000,68,337.881,891.733,2.000,001-01-0000001,-56.569,11.561,3.956,10
2.000,72,30.856,290.045,2.000,001-01-0000001,-40.499,13.413,23.354,2
2.000,79,-229.169,508.315,2.000,001-01-0000001,-54.387,14.120,2.421,7
2.000,87,213.408,176.591,2.000,001-01-0000001,-28.208,14.416,25.630,1
2.000,128,18.500,411.011,2.000,001-01-0000001,-46.786,7.978,2.849,4
2.000,144,-198.281,86.645,2.000,001-01-0000001,-53.585,17.229,12.150,4
2.000,150,383.003,2103.884,2.000,001-01-0000001,-57.766,10.298,-6.797,25
2.000,172,233.016,294.433,2.000,001-01-0000001,-28.980,10.619,22.737,2
2.000,189,-156.815,-166.786,2.000,001-01-0000001,-47.007,13.608,15.793,5
2.000,190,366.971,49.431,2.000,001-01-0000001,-39.820,14.246,14.001,3
3.000,12,-28.512,131.765,2.000,001-01-0000001,-26.347,12.060,35.457,2
3.000,14,3.272,1252.441,2.000,001-01-0000001,-47.601,15.726,3.666,14
3.000,33,284.988,81.914,2.000,001-01-0000001,-37.201,12.356,12.826,2
3.000,47,220.658,-34.643,2.000,001-01-0000001,-27.389,15.834,23.480,2
3.000,52,404.524,331.627,2.000,001-01-0000001,-56.083,10.124,-0.011,4
3.000,53,804.007,26.385,2.000,001-01-0000001,-48.975,13.048,11.272,9
3.000,59,779.642,-236.654,2.000,001-01-0000001,-66.405,5.697,-8.475,9
3.000,61,-106.561,609.617,2.000,001-01-0000001,-46.607,11.154,6.184,7
3.000,64,585.471,-108.529,2.000,001-01-0000001,-56.424,12.148,1.227,7
3.000,72,30.920,302.872,2.000,001-01-0000001,-46.105,9.653,18.601,3
3.000,87,222.414,186.296,2.000,001-01-0000001,-34.614,14.381,22.352,1
3.000,91,557.839,475.569,2.000,001-01-0000001,-48.674,9.218,-6.603,7
3.000,97,68.833,675.450,2.000,001-01-0000001,-54.167,10.772,3.339,7
3.000,134,132.094,398.188,2.000,001-01-0000001,-45.568,13.278,2.052,3
3.000,137,76.169,-28.097,2.000,001-01-0000001,-49.559,12.633,2.176,2
3.000,147,513.084,350.314,2.000,001-01-0000001,-50.582,12.091,10.261,5
3.000,156,43.069,867.196,2.000,001-01-0000001,-53.760,10.427,1.397,9
3.000,172,241.894,300.500,2.000,001-01-0000001,-40.285,15.925,19.425,2
3.000,190,374.206,51.926,2.000,001-01-0000001,-45.596,11.845,5.292,3
4.000,12,-25.110,132.830,2.000,001-01-0000001,-34.052,14.883,22.221,2
4.000,24,171.303,1217.122,2.000,001-01-0000001,-58.547,13.818,-0.196,14
4.000,31,-188.526,349.035,2.000,001-01-0000001,-46.382,11.324,18.698,5
4.000,33,289.042,82.850,2.000,001-01-0000001,-35.311,14.978,8.019,2
4.000,40,417.204,378.362,2.000,001-01-0000001,-38.522,12.074,5.072,5
4.000,42,-14.788,206.495,2.000,001-01-0000001,-37.909,14.895,11.687,2
4.000,47,222.090,-31.393,2.000,001-01-0000001,-36.065,16.116,17.852,2
4.000,48,712.288,809.294,2.000,001-01-0000001,-49.197,12.976,2.111,11
4.000,50,607.782,-57.512,2.000,001-01-0000001,-56.406,12.172,1.411,6
4.000,52,403.433,331.484,2.000,001-01-0000001,-52.644,9.572,4.195,4
4.000,55,226.079,1340.131,2.000,001-01-0000001,-60.286,10.818,-3.540,15
4.000,79,-227.795,493.508,2.000,001-01-0000001,-61.972,8.069,2.197,7
4.000,87,231.420,196.000,2.000,001-01-0000001,-32.049,15.565,20.222,1
4.000,89,-84.043,370.962,2.000,001-01-0000001,-45.831,11.719,5.412,4
4.000,107,252.175,512.750,2.000,001-01-0000001,-55.629,7.137,-4.135,5
4.000,126,-224.502,666.868,2.000,001-01-0000001,-63.282,10.325,4.997,8
4.000,132,734.744,73.592,2.000,001-01-0000001,-52.402,10.312,4.375,8
4.000,134,135.905,400.813,2.000,001-01-0000001,-33.362,10.864,18.586,3
4.000,137,85.083,-16.814,2.000,001-01-0000001,-37.969,12.192,28.480,2
4.000,172,250.772,306.566,2.000,001-01-0000001,-32.014,16.260,35.611,3
4.000,189,-133.657,-165.500,2.000,001-01-0000001,-61.722,8.505,0.084,5
4.000,190,381.441,54.422,2.000,001-01-0000001,-46.485,14.574,4.915,3
5.000,12,-21.709,133.896,2.000,001-01-0000001,-27.650,13.558,38.462,2
5.000,17,-176.415,445.439,2.000,001-01-0000001,-48.881,12.642,2.116,6
5.000,27,50.621,-84.409,2.000,001-01-0000001,-42.248,12.969,11.452,3
5.000,31,-186.877,350.123,2.000,001-01-0000001,-42.290,13.193,16.388,5
5.000,33,293.096,83.785,2.000,001-01-0000001,-45.723,15.419,6.272,2
