time_sec,imsi,ue_x,ue_y,ue_z,serving_ecgi,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,31,-193.474,345.773,2.000,001-01-0000001,-49.269,12.680,5.241,5
1.000,40,401.003,342.762,2.000,001-01-0000001,-45.636,14.366,6.428,4
1.000,72,30.792,277.219,2.000,001-01-0000001,-43.278,14.748,6.262,2
1.000,87,204.402,166.887,2.000,001-01-0000001,-41.613,17.342,13.837,1
1.000,134,124.474,392.937,2.000,001-01-0000001,-56.024,8.350,-1.036,3
1.000,144,-205.930,81.907,2.000,001-01-0000001,-51.275,16.581,17.413,5
1.000,148,832.959,813.336,2.000,001-01-0000001,-63.239,9.910,-6.722,12
1.000,164,245.623,570.064,2.000,001-01-0000001,-46.605,10.081,0.184,6
1.000,190,359.736,46.935,2.000,001-01-0000001,-44.340,14.512,4.548,3
2.000,31,-191.824,346.861,2.000,001-01-0000001,-64.413,11.016,-0.940,5
2.000,33,280.934,80.979,2.000,001-01-0000001,-53.708,10.580,3.663,2
2.000,42,-25.842,198.720,2.000,001-01-0000001,-39.309,14.787,22.710,2
2.000,47,219.227,-37.894,2.000,001-01-0000001,-41.311,14.792,13.801,3
2.000,61,-111.676,609.387,2.000,001-01-0000001,-59.964,13.258,-3.387,7
2.000,72,30.856,290.045,2.000,001-01-0000001,-45.499,13.353,18.354,2
2.000,87,213.408,176.591,2.000,001-01-0000001,-33.208,14.406,20.630,1
2.000,172,233.016,294.433,2.000,001-01-0000001,-33.980,10.591,17.737,2
2.000,189,-156.815,-166.786,2.000,001-01-0000001,-52.007,13.398,10.793,5
2.000,190,366.971,49.431,2.000,001-01-0000001,-44.820,13.867,9.001,3
3.000,12,-28.512,131.765,2.000,001-01-0000001,-31.347,12.059,30.457,2
3.000,14,3.272,1252.441,2.000,001-01-0000001,-52.601,14.345,-1.334,14
3.000,33,284.988,81.914,2.000,001-01-0000001,-42.201,12.081,7.826,2
3.000,47,220.658,-34.643,2.000,001-01-0000001,-32.389,15.787,18.480,2
3.000,53,804.007,26.385,2.000,001-01-0000001,-53.975,12.370,6.272,9
3.000,61,-106.561,609.617,2.000,001-01-0000001,-51.607,9.539,1.184,7
3.000,72,30.920,302.872,2.000,001-01-0000001,-51.105,9.391,13.601,3
3.000,87,222.414,186.296,2.000,001-01-0000001,-39.614,14.229,17.352,1
3.000,134,132.094,398.188,2.000,001-01-0000001,-50.568,11.591,-2.948,3
3.000,137,76.169,-28.097,2.000,001-01-0000001,-54.559,11.013,-2.824,2
3.000,147,513.084,350.314,2.000,001-01-0000001,-55.582,11.011,5.261,5
3.000,172,241.894,300.500,2.000,001-01-0000001,-45.285,15.729,14.425,2
4.000,12,-25.110,132.830,2.000,001-01-0000001,-39.052,14.836,17.221,2
4.000,31,-188.526,349.035,2.000,001-01-0000001,-51.382,11.179,13.698,5
4.000,33,289.042,82.850,2.000,001-01-0000001,-40.311,14.517,3.019,2
4.000,42,-14.788,206.495,2.000,001-01-0000001,-42.909,14.651,6.687,2
4.000,47,222.090,-31.393,2.000,001-01-0000001,-41.065,15.961,12.852,2
4.000,87,231.420,196.000,2.000,001-01-0000001,-37.049,15.524,15.222,1
4.000,132,734.744,73.592,2.000,001-01-0000001,-57.402,8.396,-0.625,8
4.000,134,135.905,400.813,2.000,001-01-0000001,-38.362,10.808,13.586,3
4.000,137,85.083,-16.814,2.000,001-01-0000001,-42.969,12.173,23.480,2
4.000,172,250.772,306.566,2.000,001-01-0000001,-37.014,16.255,30.611,3
4.000,190,381.441,54.422,2.000,001-01-0000001,-51.485,13.601,-0.085,3
5.000,12,-21.709,133.896,2.000,001-01-0000001,-32.650,13.557,33.462,2
5.000,17,-176.415,445.439,2.000,001-01-0000001,-53.881,11.872,-2.884,6
5.000,31,-186.877,350.123,2.000,001-01-0000001,-47.290,12.957,11.388,5
5.000,33,293.096,83.785,2.000,001-01-0000001,-50.723,14.617,1.272,2
