time_sec,ecgi,score,threshold,status,is_fake_gt
12.0,001-01-0000001,1.20774,0.612481,FAKE,1
12.0,001-01-0000002,0.511571,0.612481,LEGIT,0
12.0,001-01-0000003,0.539302,0.612481,LEGIT,0
12.0,001-01-0000004,0.535939,0.612481,LEGIT,0
12.0,001-01-0000005,0.546604,0.612481,LEGIT,0
12.0,001-01-0000006,0.548097,0.612481,LEGIT,0
12.0,001-01-0000007,0.579563,0.612481,LEGIT,0
12.0,001-01-0000008,0.564112,0.612481,LEGIT,0
12.0,001-01-0000009,0.573837,0.612481,LEGIT,0
12.0,001-01-0000010,0.523628,0.612481,LEGIT,0
12.0,001-01-0000011,0.545644,0.612481,LEGIT,0
12.0,001-01-0000012,0.542366,0.612481,LEGIT,0
12.0,001-01-0000013,0.573496,0.612481,LEGIT,0
12.0,001-01-0000014,0.545894,0.612481,LEGIT,0
12.0,001-01-0000015,0.531898,0.612481,LEGIT,0
12.0,001-01-0000016,0.533952,0.612481,LEGIT,0
12.0,001-01-0000017,0.590315,0.612481,LEGIT,0
12.0,001-01-0000018,0.541456,0.612481,LEGIT,0
12.0,001-01-0000019,0.522883,0.612481,LEGIT,0
12.0,001-01-0000020,0.546098,0.612481,LEGIT,0
12.0,001-01-0000021,0.500622,0.612481,LEGIT,0
12.0,001-01-0000022,0.530617,0.612481,LEGIT,0
12.0,001-01-0000023,0.556596,0.612481,LEGIT,0
12.0,001-01-0000024,0.52264,0.612481,LEGIT,0
12.0,001-01-0000025,0.562304,0.612481,LEGIT,0
6.0,001-01-0000001,1.128247,0.656172,FAKE,1
6.0,001-01-0000002,0.547111,0.656172,LEGIT,0
6.0,001-01-0000003,0.522918,0.656172,LEGIT,0
6.0,001-01-0000004,0.507877,0.656172,LEGIT,0
6.0,001-01-0000005,0.524782,0.656172,LEGIT,0
6.0,001-01-0000006,0.521511,0.656172,LEGIT,0
6.0,001-01-0000007,0.554281,0.656172,LEGIT,0
6.0,001-01-0000008,0.538252,0.656172,LEGIT,0
6.0,001-01-0000009,0.594308,0.656172,LEGIT,0
6.0,001-01-0000010,0.578527,0.656172,LEGIT,0
6.0,001-01-0000011,0.547378,0.656172,LEGIT,0
6.0,001-01-0000012,0.519284,0.656172,LEGIT,0
6.0,001-01-0000013,0.58607,0.656172,LEGIT,0
6.0,001-01-0000014,0.574038,0.656172,LEGIT,0
6.0,001-01-0000015,0.5292,0.656172,LEGIT,0
6.0,001-01-0000016,0.541383,0.656172,LEGIT,0
6.0,001-01-0000017,0.600129,0.656172,LEGIT,0
6.0,001-01-0000018,0.536697,0.656172,LEGIT,0
6.0,001-01-0000019,0.550222,0.656172,LEGIT,0
6.0,001-01-0000020,0.544962,0.656172,LEGIT,0
6.0,001-01-0000021,0.589967,0.656172,LEGIT,0
6.0,001-01-0000022,0.572136,0.656172,LEGIT,0
6.0,001-01-0000023,0.535074,0.656172,LEGIT,0
6.0,001-01-0000024,0.564848,0.656172,LEGIT,0
6.0,001-01-0000025,0.596917,0.656172,LEGIT,0
10.0,001-01-0000001,1.14829,0.625995,FAKE,1
10.0,001-01-0000002,0.551028,0.625995,LEGIT,0
10.0,001-01-0000003,0.535677,0.625995,LEGIT,0
10.0,001-01-0000004,0.545859,0.625995,LEGIT,0
10.0,001-01-0000005,0.524775,0.625995,LEGIT,0
10.0,001-01-0000006,0.517417,0.625995,LEGIT,0
10.0,001-01-0000007,0.553655,0.625995,LEGIT,0
10.0,001-01-0000008,0.563876,0.625995,LEGIT,0
10.0,001-01-0000009,0.47083,0.625995,LEGIT,0
10.0,001-01-0000010,0.527273,0.625995,LEGIT,0
10.0,001-01-0000011,0.541971,0.625995,LEGIT,0
10.0,001-01-0000012,0.560848,0.625995,LEGIT,0
10.0,001-01-0000013,0.523504,0.625995,LEGIT,0
10.0,001-01-0000014,0.55661,0.625995,LEGIT,0
10.0,001-01-0000015,0.498359,0.625995,LEGIT,0
10.0,001-01-0000016,0.563497,0.625995,LEGIT,0
10.0,001-01-0000017,0.546356,0.625995,LEGIT,0
10.0,001-01-0000018,0.550027,0.625995,LEGIT,0
10.0,001-01-0000019,0.49425,0.625995,LEGIT,0
10.0,001-01-0000020,0.524366,0.625995,LEGIT,0
10.0,001-01-0000021,0.549581,0.625995,LEGIT,0
10.0,001-01-0000022,0.553577,0.625995,LEGIT,0
10.0,001-01-0000023,0.515741,0.625995,LEGIT,0
10.0,001-01-0000024,0.604692,0.625995,LEGIT,0
10.0,001-01-0000025,0.476759,0.625995,LEGIT,0
3.0,001-01-0000001,1.225053,0.623204,FAKE,1
3.0,001-01-0000002,0.467941,0.623204,LEGIT,0
3.0,001-01-0000003,0.53512,0.623204,LEGIT,0
3.0,001-01-0000004,0.53018,0.623204,LEGIT,0
3.0,001-01-0000005,0.502468,0.623204,LEGIT,0
3.0,001-01-0000006,0.495313,0.623204,LEGIT,0
3.0,001-01-0000007,0.547916,0.623204,LEGIT,0
3.0,001-01-0000008,0.471242,0.623204,LEGIT,0
3.0,001-01-0000009,0.570316,0.623204,LEGIT,0
3.0,001-01-0000010,0.518421,0.623204,LEGIT,0
3.0,001-01-0000011,0.538359,0.623204,LEGIT,0
3.0,001-01-0000012,0.563811,0.623204,LEGIT,0
3.0,001-01-0000013,0.5451,0.623204,LEGIT,0
3.0,001-01-0000014,0.517694,0.623204,LEGIT,0
3.0,001-01-0000015,0.528506,0.623204,LEGIT,0
3.0,001-01-0000016,0.520598,0.623204,LEGIT,0
3.0,001-01-0000017,0.61197,0.623204,LEGIT,0
3.0,001-01-0000018,0.598028,0.623204,LEGIT,0
3.0,001-01-0000019,0.548992,0.623204,LEGIT,0
3.0,001-01-0000020,0.472572,0.623204,LEGIT,0
3.0,001-01-0000021,0.555977,0.623204,LEGIT,0
3.0,001-01-0000022,0.526974,0.623204,LEGIT,0
3.0,001-01-0000023,0.531722,0.623204,LEGIT,0
3.0,001-01-0000024,0.55229,0.623204,LEGIT,0
3.0,001-01-0000025,0.507604,0.623204,LEGIT,0
4.0,001-01-0000001,1.223607,0.68869,FAKE,1
4.0,001-01-0000002,0.554112,0.68869,LEGIT,0
4.0,001-01-0000003,0.600491,0.68869,LEGIT,0
4.0,001-01-0000004,0.574909,0.68869,LEGIT,0
4.0,001-01-0000005,0.524232,0.68869,LEGIT,0
4.0,001-01-0000006,0.588788,0.68869,LEGIT,0
4.0,001-01-0000007,0.590992,0.68869,LEGIT,0
4.0,001-01-0000008,0.576548,0.68869,LEGIT,0
4.0,001-01-0000009,0.597294,0.68869,LEGIT,0
