time_sec,imsi,ue_x,ue_y,ue_z,serving_ecgi,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,12,-35.315,129.634,2.000,001-01-0000001,-36.037,15.078,17.391,2
1.000,13,846.596,136.552,2.000,001-01-0000001,-41.110,15.960,17.890,9
1.000,16,836.367,1321.721,2.000,001-01-0000001,-58.341,6.269,4.542,18
1.000,22,-187.095,829.251,2.000,001-01-0000001,-58.801,12.405,7.822,10
1.000,28,655.045,319.745,2.000,001-01-0000001,-50.554,10.994,2.110,7
1.000,31,-193.474,345.773,2.000,001-01-0000001,-34.269,13.252,20.241,5
1.000,33,276.880,80.043,2.000,001-01-0000001,-46.000,14.503,6.140,2
1.000,35,1703.234,1414.115,2.000,001-01-0000001,-64.098,8.594,-2.731,26
1.000,40,401.003,342.762,2.000,001-01-0000001,-30.636,15.276,21.428,4
1.000,42,-31.369,194.832,2.000,001-01-0000001,-42.575,15.774,9.575,2
1.000,47,217.795,-41.145,2.000,001-01-0000001,-43.657,11.057,10.127,3
1.000,57,1224.606,231.631,2.000,001-01-0000001,-53.320,13.679,4.936,14
1.000,59,774.327,-238.919,2.000,001-01-0000001,-49.765,12.475,6.619,9
1.000,61,-116.791,609.156,2.000,001-01-0000001,-54.568,10.961,4.459,7
1.000,64,584.739,-110.927,2.000,001-01-0000001,-44.191,9.922,-0.091,7
1.000,67,1405.496,1708.955,2.000,001-01-0000001,-56.710,9.418,-3.553,26
1.000,72,30.792,277.219,2.000,001-01-0000001,-28.278,15.251,21.262,2
1.000,79,-229.856,515.719,2.000,001-01-0000001,-60.899,8.937,3.222,7
1.000,84,1103.147,1693.732,2.000,001-01-0000001,-53.867,11.505,8.670,23
1.000,87,204.402,166.887,2.000,001-01-0000001,-26.613,17.560,28.837,1
1.000,89,-116.786,340.153,2.000,001-01-0000001,-43.067,12.777,4.736,4
1.000,97,59.150,674.338,2.000,001-01-0000001,-46.247,11.808,7.624,7
1.000,99,600.113,802.592,2.000,001-01-0000001,-57.072,10.829,-3.089,10
1.000,105,587.270,1027.288,2.000,001-01-0000001,-47.354,8.695,9.493,13
1.000,107,228.260,509.632,2.000,001-01-0000001,-42.601,10.502,3.389,5
1.000,120,578.421,-55.597,2.000,001-01-0000001,-48.568,7.216,1.783,6
1.000,126,-224.878,659.139,2.000,001-01-0000001,-55.861,13.104,4.020,8
1.000,132,715.047,72.377,2.000,001-01-0000001,-47.980,15.178,14.272,7
1.000,134,124.474,392.937,2.000,001-01-0000001,-41.024,12.113,13.964,3
1.000,135,236.243,784.356,2.000,001-01-0000001,-57.566,11.072,-2.672,8
1.000,137,58.340,-50.663,2.000,001-01-0000001,-33.911,14.703,32.104,3
1.000,144,-205.930,81.907,2.000,001-01-0000001,-36.275,16.655,32.413,5
1.000,148,832.959,813.336,2.000,001-01-0000001,-48.239,13.877,8.278,12
1.000,164,245.623,570.064,2.000,001-01-0000001,-31.605,11.759,15.184,6
1.000,165,1255.233,-23.931,2.000,001-01-0000001,-56.532,13.600,2.693,14
1.000,172,224.138,288.367,2.000,001-01-0000001,-32.594,14.473,13.959,2
1.000,179,2160.455,451.016,2.000,001-01-0000001,-63.293,7.950,-8.557,26
1.000,186,801.536,1260.059,2.000,001-01-0000001,-56.850,12.730,3.827,17
1.000,189,-168.394,-167.429,2.000,001-01-0000001,-52.946,12.578,7.814,6
1.000,190,359.736,46.935,2.000,001-01-0000001,-29.340,15.686,19.548,3
1.000,195,1243.625,-66.683,2.000,001-01-0000001,-56.891,7.495,-1.355,14
1.000,197,1050.590,690.873,2.000,001-01-0000001,-56.410,11.248,0.962,14
1.000,199,465.953,468.599,2.000,001-01-0000001,-36.163,12.770,-3.444,6
2.000,10,753.644,2199.399,2.000,001-01-0000001,-61.012,11.405,-2.560,27
2.000,12,-31.913,130.699,2.000,001-01-0000001,-46.383,15.157,15.639,2
2.000,14,0.802,1255.949,2.000,001-01-0000001,-44.820,11.497,8.465,14
2.000,17,-186.979,440.534,2.000,001-01-0000001,-57.732,16.482,-5.955,6
2.000,24,167.128,1218.263,2.000,001-01-0000001,-59.729,8.560,-7.118,14
2.000,27,35.086,-97.167,2.000,001-01-0000001,-46.742,13.270,23.743,3
2.000,28,654.622,320.842,2.000,001-01-0000001,-42.704,15.605,10.266,7
2.000,31,-191.824,346.861,2.000,001-01-0000001,-49.413,13.302,14.060,5
2.000,33,280.934,80.979,2.000,001-01-0000001,-38.708,12.761,18.663,2
2.000,34,775.603,1506.962,2.000,001-01-0000001,-49.285,14.213,6.243,19
