time_sec,imsi,ue_x,ue_y,ue_z,serving_ecgi,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,12,-35.315,129.634,2.000,001-01-0000001,-44.853,14.901,8.574,2
1.000,31,-193.474,345.773,2.000,001-01-0000001,-48.808,12.737,5.703,5
1.000,40,401.003,342.762,2.000,001-01-0000001,-49.953,13.121,2.111,5
1.000,42,-31.369,194.832,2.000,001-01-0000001,-55.646,13.923,-3.496,2
1.000,72,30.792,277.219,2.000,001-01-0000001,-46.267,14.287,3.273,3
1.000,87,204.402,166.887,2.000,001-01-0000001,-56.075,13.606,-0.625,2
1.000,137,58.340,-50.663,2.000,001-01-0000001,-40.097,14.698,25.918,2
1.000,144,-205.930,81.907,2.000,001-01-0000001,-47.335,16.626,21.353,4
1.000,148,832.959,813.336,2.000,001-01-0000001,-64.850,8.845,-8.334,14
1.000,164,245.623,570.064,2.000,001-01-0000001,-49.575,8.859,-2.785,7
1.000,190,359.736,46.935,2.000,001-01-0000001,-47.575,13.472,1.313,4
2.000,31,-191.824,346.861,2.000,001-01-0000001,-63.971,11.197,-0.498,5
2.000,42,-25.842,198.720,2.000,001-01-0000001,-37.713,14.793,24.306,2
2.000,47,219.227,-37.894,2.000,001-01-0000001,-40.323,14.857,14.789,2
2.000,61,-111.676,609.387,2.000,001-01-0000001,-61.053,12.585,-4.477,7
2.000,72,30.856,290.045,2.000,001-01-0000001,-48.523,13.266,15.329,3
2.000,87,213.408,176.591,2.000,001-01-0000001,-46.216,14.157,7.622,2
2.000,144,-198.281,86.645,2.000,001-01-0000001,-54.592,17.170,11.143,3
2.000,172,233.016,294.433,2.000,001-01-0000001,-41.136,10.422,10.581,4
2.000,189,-156.815,-166.786,2.000,001-01-0000001,-47.672,13.591,15.128,4
2.000,190,366.971,49.431,2.000,001-01-0000001,-48.059,13.315,5.762,4
