time_sec,ecgi,score,threshold,status,is_fake_gt
1.0,001-01-0000001,1.522985,1.186196,FAKE,1
1.0,001-01-0000002,0.825428,1.186196,LEGIT,0
1.0,001-01-0000003,0.830255,1.186196,LEGIT,0
1.0,001-01-0000004,0.695375,1.186196,LEGIT,0
1.0,001-01-0000005,0.788631,1.186196,LEGIT,0
1.0,001-01-0000006,0.885309,1.186196,LEGIT,0
1.0,001-01-0000007,0.911898,1.186196,LEGIT,0
1.0,001-01-0000008,0.989981,1.186196,LEGIT,0
1.0,001-01-0000009,0.673391,1.186196,LEGIT,0
1.0,001-01-0000010,0.919841,1.186196,LEGIT,0
1.0,001-01-0000011,0.769055,1.186196,LEGIT,0
1.0,001-01-0000012,0.871315,1.186196,LEGIT,0
1.0,001-01-0000013,0.875356,1.186196,LEGIT,0
1.0,001-01-0000014,0.928225,1.186196,LEGIT,0
1.0,001-01-0000015,0.980313,1.186196,LEGIT,0
1.0,001-01-0000016,0.902869,1.186196,LEGIT,0
1.0,001-01-0000017,0.729158,1.186196,LEGIT,0
1.0,001-01-0000018,0.807408,1.186196,LEGIT,0
1.0,001-01-0000019,0.943022,1.186196,LEGIT,0
1.0,001-01-0000020,0.895592,1.186196,LEGIT,0
1.0,001-01-0000021,0.925033,1.186196,LEGIT,0
1.0,001-01-0000022,0.901413,1.186196,LEGIT,0
1.0,001-01-0000023,0.940523,1.186196,LEGIT,0
1.0,001-01-0000024,0.977901,1.186196,LEGIT,0
1.0,001-01-0000025,0.715622,1.186196,LEGIT,0
