time_sec,ecgi,score,threshold,status,is_fake_gt
16.0,001-01-0000001,0.954565,0.663379,FAKE,1
16.0,001-01-0000002,0.562873,0.663379,LEGIT,0
16.0,001-01-0000003,0.573794,0.663379,LEGIT,0
16.0,001-01-0000004,0.53442,0.663379,LEGIT,0
16.0,001-01-0000005,0.527319,0.663379,LEGIT,0
16.0,001-01-0000006,0.500176,0.663379,LEGIT,0
16.0,001-01-0000007,0.534514,0.663379,LEGIT,0
16.0,001-01-0000008,0.498987,0.663379,LEGIT,0
16.0,001-01-0000009,0.541164,0.663379,LEGIT,0
16.0,001-01-0000010,0.575346,0.663379,LEGIT,0
16.0,001-01-0000011,0.533436,0.663379,LEGIT,0
16.0,001-01-0000012,0.621734,0.663379,LEGIT,0
16.0,001-01-0000013,0.599876,0.663379,LEGIT,0
16.0,001-01-0000014,0.613842,0.663379,LEGIT,0
16.0,001-01-0000015,0.551855,0.663379,LEGIT,0
16.0,001-01-0000016,0.505425,0.663379,LEGIT,0
16.0,001-01-0000017,0.565199,0.663379,LEGIT,0
16.0,001-01-0000018,0.589735,0.663379,LEGIT,0
16.0,001-01-0000019,0.624619,0.663379,LEGIT,0
16.0,001-01-0000020,0.512983,0.663379,LEGIT,0
16.0,001-01-0000021,0.527164,0.663379,LEGIT,0
16.0,001-01-0000022,0.572531,0.663379,LEGIT,0
16.0,001-01-0000023,0.550272,0.663379,LEGIT,0
16.0,001-01-0000024,0.56721,0.663379,LEGIT,0
16.0,001-01-0000025,0.557289,0.663379,LEGIT,0
1.0,001-01-0000001,0.906137,0.692043,FAKE,1
1.0,001-01-0000002,0.500794,0.692043,LEGIT,0
1.0,001-01-0000003,0.534071,0.692043,LEGIT,0
1.0,001-01-0000004,0.557614,0.692043,LEGIT,0
1.0,001-01-0000005,0.529343,0.692043,LEGIT,0
1.0,001-01-0000006,0.556822,0.692043,LEGIT,0
1.0,001-01-0000007,0.545604,0.692043,LEGIT,0
1.0,001-01-0000008,0.617512,0.692043,LEGIT,0
1.0,001-01-0000009,0.508271,0.692043,LEGIT,0
1.0,001-01-0000010,0.546582,0.692043,LEGIT,0
1.0,001-01-0000011,0.526217,0.692043,LEGIT,0
1.0,001-01-0000012,0.559095,0.692043,LEGIT,0
1.0,001-01-0000013,0.577509,0.692043,LEGIT,0
1.0,001-01-0000014,0.617613,0.692043,LEGIT,0
1.0,001-01-0000015,0.58975,0.692043,LEGIT,0
1.0,001-01-0000016,0.589276,0.692043,LEGIT,0
1.0,001-01-0000017,0.557634,0.692043,LEGIT,0
1.0,001-01-0000018,0.593447,0.692043,LEGIT,0
