time_sec,imsi,ue_x,ue_y,ue_z,serving_ecgi,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,1,-192.507,1624.489,2.000,001-01-0000001,-58.443,10.997,-5.963,18
1.000,13,846.596,136.552,2.000,001-01-0000001,-36.713,16.103,22.287,7
1.000,16,836.367,1321.721,2.000,001-01-0000001,-54.490,7.942,8.393,14
1.000,19,292.400,1154.165,2.000,001-01-0000001,-58.557,8.982,-0.491,10
1.000,22,-187.095,829.251,2.000,001-01-0000001,-57.872,12.631,8.751,9
1.000,24,165.040,1218.834,2.000,001-01-0000001,-59.895,9.632,0.140,11
1.000,28,655.045,319.745,2.000,001-01-0000001,-41.029,12.441,11.634,4
1.000,31,-193.474,345.773,2.000,001-01-0000001,-39.698,13.203,14.813,7
1.000,33,276.880,80.043,2.000,001-01-0000001,-56.564,11.698,-4.424,4
1.000,35,1703.234,1414.115,2.000,001-01-0000001,-61.483,10.264,-0.116,22
1.000,37,617.556,419.382,2.000,001-01-0000001,-35.107,15.934,10.903,3
1.000,40,401.003,342.762,2.000,001-01-0000001,0.535,15.309,40.000,1
1.000,42,-31.369,194.832,2.000,001-01-0000001,-56.188,13.717,-4.039,5
1.000,48,698.475,796.416,2.000,001-01-0000001,-52.075,10.678,0.127,7
1.000,52,406.707,331.911,2.000,001-01-0000001,-31.593,13.196,19.799,1
1.000,53,805.696,18.762,2.000,001-01-0000001,-48.040,10.976,-5.527,7
1.000,57,1224.606,231.631,2.000,001-01-0000001,-49.864,14.243,8.392,11
1.000,59,774.327,-238.919,2.000,001-01-0000001,-49.504,12.528,6.880,9
1.000,61,-116.791,609.156,2.000,001-01-0000001,-54.599,10.949,4.428,7
1.000,67,1405.496,1708.955,2.000,001-01-0000001,-54.095,10.901,-0.938,22
1.000,71,486.101,710.628,2.000,001-01-0000001,-42.848,11.350,3.800,5
1.000,72,30.792,277.219,2.000,001-01-0000001,-38.701,15.080,10.840,4
1.000,79,-229.856,515.719,2.000,001-01-0000001,-63.160,7.980,0.961,8
1.000,84,1103.147,1693.732,2.000,001-01-0000001,-51.038,11.895,11.499,20
1.000,87,204.402,166.887,2.000,001-01-0000001,-47.145,16.810,8.305,3
1.000,97,59.150,674.338,2.000,001-01-0000001,-42.755,12.022,11.116,6
1.000,98,215.388,2003.382,2.000,001-01-0000001,-64.200,7.220,-6.388,21
1.000,99,600.113,802.592,2.000,001-01-0000001,-49.700,13.726,4.283,7
1.000,105,587.270,1027.288,2.000,001-01-0000001,-41.970,9.599,14.877,9
1.000,107,228.260,509.632,2.000,001-01-0000001,-32.205,13.133,13.785,3
1.000,113,490.010,183.445,2.000,001-01-0000001,-48.454,14.310,6.847,3
1.000,120,578.421,-55.597,2.000,001-01-0000001,-48.136,7.426,2.215,6
1.000,126,-224.878,659.139,2.000,001-01-0000001,-56.368,12.892,3.513,8
1.000,132,715.047,72.377,2.000,001-01-0000001,-44.186,15.510,18.066,6
1.000,134,124.474,392.937,2.000,001-01-0000001,-39.696,12.165,15.292,3
1.000,135,236.243,784.356,2.000,001-01-0000001,-51.437,13.707,3.456,6
1.000,144,-205.930,81.907,2.000,001-01-0000001,-45.549,16.637,23.139,8
1.000,148,832.959,813.336,2.000,001-01-0000001,-42.155,14.039,14.361,9
1.000,155,300.887,677.592,2.000,001-01-0000001,-55.735,12.510,-0.961,4
1.000,156,19.681,877.491,2.000,001-01-0000001,-52.240,10.636,1.899,8
1.000,164,245.623,570.064,2.000,001-01-0000001,-21.797,11.820,24.992,3
1.000,165,1255.233,-23.931,2.000,001-01-0000001,-54.223,14.563,5.002,13
1.000,169,1216.683,694.738,2.000,001-01-0000001,-66.082,9.669,1.262,12
1.000,172,224.138,288.367,2.000,001-01-0000001,-30.110,14.557,16.442,2
1.000,179,2160.455,451.016,2.000,001-01-0000001,-61.315,9.181,-6.579,23
1.000,186,801.536,1260.059,2.000,001-01-0000001,-52.762,14.127,7.915,13
1.000,190,359.736,46.935,2.000,001-01-0000001,-33.485,15.616,15.403,4
1.000,195,1243.625,-66.683,2.000,001-01-0000001,-54.758,8.362,0.778,13
1.000,197,1050.590,690.873,2.000,001-01-0000001,-51.249,12.432,6.123,10
1.000,199,465.953,468.599,2.000,001-01-0000001,-18.982,15.588,13.737,2
2.000,9,555.049,656.078,2.000,001-01-0000001,-49.030,10.749,7.314,5
2.000,10,753.644,2199.399,2.000,001-01-0000001,-58.919,12.293,-0.466,24
2.000,13,847.015,147.626,2.000,001-01-0000001,-54.141,8.700,2.729,7
2.000,14,0.802,1255.949,2.000,001-01-0000001,-42.405,11.656,10.880,12
2.000,17,-186.979,440.534,2.000,001-01-0000001,-61.144,14.815,-9.367,7
2.000,24,167.128,1218.263,2.000,001-01-0000001,-56.513,10.386,-3.902,11
2.000,28,654.622,320.842,2.000,001-01-0000001,-33.152,16.068,19.818,4
2.000,31,-191.824,346.861,2.000,001-01-0000001,-54.827,13.065,8.646,7
2.000,33,280.934,80.979,2.000,001-01-0000001,-48.796,11.983,8.575,4
2.000,34,775.603,1506.962,2.000,001-01-0000001,-45.960,14.670,9.568,16
2.000,37,618.350,420.712,2.000,001-01-0000001,-51.074,10.868,-1.561,3
2.000,40,406.404,354.629,2.000,001-01-0000001,-7.437,11.814,33.106,1
2.000,42,-25.842,198.720,2.000,001-01-0000001,-38.032,14.792,23.987,5
2.000,44,312.208,1168.452,2.000,001-01-0000001,-59.664,8.990,-7.218,10
2.000,47,219.227,-37.894,2.000,001-01-0000001,-38.557,14.943,16.554,5
2.000,52,405.616,331.769,2.000,001-01-0000001,-15.581,14.481,33.215,1
2.000,53,804.851,22.574,2.000,001-01-0000001,-45.124,13.206,-0.324,7
2.000,56,2179.153,120.872,2.000,001-01-0000001,-62.487,9.472,-4.092,24
2.000,57,1220.809,228.776,2.000,001-01-0000001,-57.217,10.234,0.814,11
2.000,61,-111.676,609.387,2.000,001-01-0000001,-44.929,16.919,11.647,7
2.000,64,585.105,-109.728,2.000,001-01-0000001,-47.173,15.246,6.302,7
2.000,68,337.881,891.733,2.000,001-01-0000001,-40.610,15.198,19.915,7
2.000,72,30.856,290.045,2.000,001-01-0000001,-39.870,13.417,23.983,4
2.000,79,-229.169,508.315,2.000,001-01-0000001,-46.756,15.274,10.053,8
2.000,87,213.408,176.591,2.000,001-01-0000001,-35.118,14.399,18.721,3
2.000,91,557.241,474.463,2.000,001-01-0000001,-34.149,15.145,9.726,3
2.000,97,63.991,674.894,2.000,001-01-0000001,-46.998,12.999,10.231,6
2.000,107,236.232,510.671,2.000,001-01-0000001,-26.274,12.801,26.323,3
2.000,111,1735.262,573.322,2.000,001-01-0000001,-66.172,7.820,-7.021,18
2.000,113,495.127,183.038,2.000,001-01-0000001,-40.160,14.076,11.156,3
2.000,122,553.579,1806.464,2.000,001-01-0000001,-59.858,10.430,2.866,19
2.000,126,-224.752,661.715,2.000,001-01-0000001,-63.845,14.342,0.283,8
2.000,128,18.500,411.011,2.000,001-01-0000001,-39.029,9.097,10.606,4
2.000,131,1867.332,-78.270,2.000,001-01-0000001,-55.400,13.523,3.126,20
2.000,132,721.613,72.782,2.000,001-01-0000001,-53.717,13.206,10.124,6
2.000,135,244.901,794.139,2.000,001-01-0000001,-55.352,10.716,-2.198,6
2.000,144,-198.281,86.645,2.000,001-01-0000001,-53.013,17.257,12.723,8
2.000,147,524.894,352.771,2.000,001-01-0000001,-44.490,15.353,6.924,2
2.000,148,830.691,816.485,2.000,001-01-0000001,-46.424,12.665,7.578,9
2.000,150,383.003,2103.884,2.000,001-01-0000001,-45.778,14.382,5.191,22
2.000,155,306.586,682.132,2.000,001-01-0000001,-38.105,14.227,16.467,4
2.000,163,1663.442,239.288,2.000,001-01-0000001,-48.112,15.860,7.346,17
2.000,164,256.675,568.208,2.000,001-01-0000001,-39.722,14.734,8.864,3
2.000,172,233.016,294.433,2.000,001-01-0000001,-14.335,10.631,37.382,2
2.000,186,804.570,1252.642,2.000,001-01-0000001,-56.999,10.780,-2.505,13
2.000,189,-156.815,-166.786,2.000,001-01-0000001,-45.665,13.634,17.135,9
2.000,190,366.971,49.431,2.000,001-01-0000001,-33.457,14.389,20.364,4
2.000,192,943.083,1265.927,2.000,001-01-0000001,-50.377,13.193,6.655,14
2.000,197,1049.785,694.125,2.000,001-01-0000001,-44.029,12.086,9.540,10
2.000,198,1137.542,1190.537,2.000,001-01-0000001,-50.922,12.494,3.340,15
3.000,12,-28.512,131.765,2.000,001-01-0000001,-31.919,12.059,29.885,6
3.000,14,3.272,1252.441,2.000,001-01-0000001,-35.171,16.499,16.096,12
3.000,17,-183.458,442.169,2.000,001-01-0000001,-59.028,11.689,-2.386,7
3.000,20,1197.635,499.782,2.000,001-01-0000001,-45.342,12.273,4.844,11
3.000,28,654.199,321.939,2.000,001-01-0000001,-37.108,13.223,18.337,4
3.000,31,-190.175,347.948,2.000,001-01-0000001,-56.178,15.217,0.017,7
3.000,33,284.988,81.914,2.000,001-01-0000001,-36.820,12.367,13.207,4
3.000,37,619.144,422.042,2.000,001-01-0000001,-40.599,13.074,4.153,4
3.000,40,411.804,366.496,2.000,001-01-0000001,-22.707,11.579,33.985,1
3.000,41,772.517,-7.834,2.000,001-01-0000001,-50.614,11.040,3.909,7
3.000,47,220.658,-34.643,2.000,001-01-0000001,-29.696,15.819,21.172,5
3.000,48,707.684,805.002,2.000,001-01-0000001,-46.268,11.889,0.593,7
3.000,50,610.134,-62.429,2.000,001-01-0000001,-38.842,10.648,2.933,6
3.000,52,404.524,331.627,2.000,001-01-0000001,-17.244,12.558,38.829,1
3.000,53,804.007,26.385,2.000,001-01-0000001,-35.890,13.383,24.357,7
3.000,54,1084.855,315.189,2.000,001-01-0000001,-58.899,9.684,-2.192,9
3.000,55,212.582,1341.176,2.000,001-01-0000001,-53.934,15.747,6.986,13
3.000,57,1217.012,225.921,2.000,001-01-0000001,-56.606,10.253,-6.824,11
3.000,59,779.642,-236.654,2.000,001-01-0000001,-56.096,9.380,1.833,9
