time_sec,ecgi,score,threshold,status,is_fake_gt
1.0,001-01-0000001,3.632302,1.510315,FAKE,1
1.0,001-01-0000002,0.853043,1.510315,LEGIT,0
1.0,001-01-0000003,0.832124,1.510315,LEGIT,0
1.0,001-01-0000004,0.870272,1.510315,LEGIT,0
1.0,001-01-0000005,0.858343,1.510315,LEGIT,0
1.0,001-01-0000006,0.882382,1.510315,LEGIT,0
1.0,001-01-0000007,0.855761,1.510315,LEGIT,0
1.0,001-01-0000008,1.154219,1.510315,LEGIT,0
1.0,001-01-0000009,1.020011,1.510315,LEGIT,0
1.0,001-01-0000010,1.137663,1.510315,LEGIT,0
1.0,001-01-0000011,0.777594,1.510315,LEGIT,0
1.0,001-01-0000012,0.978003,1.510315,LEGIT,0
1.0,001-01-0000013,0.973696,1.510315,LEGIT,0
1.0,001-01-0000014,1.085383,1.510315,LEGIT,0
1.0,001-01-0000015,1.165014,1.510315,LEGIT,0
1.0,001-01-0000016,0.825152,1.510315,LEGIT,0
1.0,001-01-0000017,0.955612,1.510315,LEGIT,0
1.0,001-01-0000018,0.982968,1.510315,LEGIT,0
1.0,001-01-0000019,0.995644,1.510315,LEGIT,0
1.0,001-01-0000020,1.164777,1.510315,LEGIT,0
1.0,001-01-0000021,0.97416,1.510315,LEGIT,0
1.0,001-01-0000022,1.097683,1.510315,LEGIT,0
1.0,001-01-0000023,0.982126,1.510315,LEGIT,0
1.0,001-01-0000024,1.134661,1.510315,LEGIT,0
1.0,001-01-0000025,0.832853,1.510315,LEGIT,0
