time_sec,ecgi,score,threshold,status,is_fake_gt
1.0,001-01-0000001,2.691423,1.191795,FAKE,1
1.0,001-01-0000002,0.785836,1.191795,LEGIT,0
1.0,001-01-0000003,0.709407,1.191795,LEGIT,0
1.0,001-01-0000004,0.716052,1.191795,LEGIT,0
1.0,001-01-0000005,0.787164,1.191795,LEGIT,0
1.0,001-01-0000006,0.899954,1.191795,LEGIT,0
1.0,001-01-0000007,0.878915,1.191795,LEGIT,0
1.0,001-01-0000008,0.933321,1.191795,LEGIT,0
1.0,001-01-0000009,0.713845,1.191795,LEGIT,0
1.0,001-01-0000010,0.919132,1.191795,LEGIT,0
1.0,001-01-0000011,0.701326,1.191795,LEGIT,0
1.0,001-01-0000012,0.801311,1.191795,LEGIT,0
1.0,001-01-0000013,0.861438,1.191795,LEGIT,0
1.0,001-01-0000014,0.901995,1.191795,LEGIT,0
1.0,001-01-0000015,0.996703,1.191795,LEGIT,0
1.0,001-01-0000016,0.854607,1.191795,LEGIT,0
1.0,001-01-0000017,0.748274,1.191795,LEGIT,0
1.0,001-01-0000018,0.752033,1.191795,LEGIT,0
1.0,001-01-0000019,0.904815,1.191795,LEGIT,0
1.0,001-01-0000020,0.845492,1.191795,LEGIT,0
1.0,001-01-0000021,0.963728,1.191795,LEGIT,0
1.0,001-01-0000022,0.873069,1.191795,LEGIT,0
1.0,001-01-0000023,0.932332,1.191795,LEGIT,0
1.0,001-01-0000024,0.986144,1.191795,LEGIT,0
1.0,001-01-0000025,0.741724,1.191795,LEGIT,0
